EPS,forecasted_eps,noOfEsts,after_total_returns,before_total_returns
0.15,0.14,4,0.003287629,-0.038518998
1.69,1.54,14,0.000730613,-0.031902588
-0.05,-0.05,5,-0.009803922,-0.010416667
3.14,2.92,6,-0.028148601,0.027363378
0.17,0.14,1,0.116566442,0.031762915
0,-0.71,4,-0.018095987,0.254716981
0.47,0.19,5,-0.115625,0.011102887
0.4,0.38,4,-0.011347518,0.116476069
-0.76,-0.84,4,-0.13345521,0.17
-0.29,-0.31,5,-0.168081494,0.040257649
-0.05,-0.04,2,0.003921569,0.123644252
0.33,0.35,1,0.015958537,-0.001623401
0.01,-0.08,1,0.085918854,0.188087774
0.17,0.2,1,-0.082174422,0.15107917
0.41,0.35,2,0.056595745,0.089898502
0.51,0.43,2,-0.006012024,0.073959256
1.05,0.75,6,-0.050377834,0.008341057
-0.18,-0.07,4,-0.096990022,0.134124448
1.17,1.11,1,0.082696845,-0.016468434
-0.14,-0.09,1,-0.037875061,0.111419839
0.27,0.33,2,-0.019573949,0.033043494
0.53,0.49,10,0.005524862,0.034266409
-0.48,-0.67,4,0.060502283,-0.04418828
-0.22,-0.11,1,-0.062968591,0.210428139
-0.14,-0.25,2,0.070370076,-0.159374832
-0.35,-0.33,3,0.226890756,-0.232995658
-0.65,-0.62,2,-0.277029421,1.000000222
0.25,0.26,2,-0.006044905,0.063303649
0.76,0.75,5,0.076153846,0.146596859
0.05,0.08,2,-0.090621707,0.226845638
-0.21,-0.19,1,-0.0671875,-0.011290323
0.15,0.13,6,-0.11663067,0.176935229
-0.43,-0.46,1,0.040332147,0.052429668
0.16,0.02,3,-0.049342129,0.080578476
1.32,0.81,3,0.046511589,0.082018914
-0.11,0.02,1,-0.203636392,0.235807753
0.68,0.28,1,-0.084430589,0.143290589
-0.64,-0.59,1,0.085409253,-0.173088322
-0.29,-0.09,4,-0.007241616,0.152292112
0.2,0.55,5,-0.01,-0.097560976
-0.05,0,1,-0.057553957,0.353982301
0.19,0.2,1,0.082155497,-0.013122169
0.04,-0.04,2,0.206422018,-0.045918367
-0.06,-0.05,1,0.230769231,0.373051225
0.03,0.03,2,-0.087719298,0.068459658
0.18,0.2,4,-0.019539042,0.104166734
0.25,0.25,4,0.068162926,0.15222872
0.3,0.26,3,0.099075318,0.140845096
0.26,0.16,4,0.053721045,0.100912201
0.05,0.01,5,0.114606742,0.132768362
-0.06,-0.02,1,-0.088888889,-0.033755274
-0.11,0.01,2,0.11332008,0.154004107
-0.07,-0.15,1,0.056211242,0.051948052
-0.07,-0.07,1,0.180952381,0.167631232
-0.61,-0.56,2,0.396002961,-0.055555556
-0.25,-0.36,2,0.012560386,-0.123513266
0.18,0.24,1,0.096397274,0.030845771
-0.08,-0.02,1,0.092342342,0.049438202
-0.22,-0.22,1,-0.114285714,0.047376664
-0.12,-0.12,3,0.214285714,0.145695364
-0.1,-0.11,3,0.087431694,0.050561798
0.23,0.24,1,-0.017558575,-0.017576784
-0.37,-0.44,5,0,0.253014925
0.14,0.18,4,-0.095597484,0.083743842
0.93,0.87,3,0.028156994,0.113183679
0.55,0.53,12,0.044377309,0.030099132
0.59,0.53,15,0.007003194,0.066120726
1.03,0.83,7,0.018021029,0.052892867
0.75,0.6,7,-0.008802765,0.120874735
0.76,0.78,2,0.023159144,0.061705268
2.1,1.92,10,0.006306173,0.078681924
1.46,1.4,10,0.010087713,0.056479979
1.08,1.04,5,-0.052648682,0.073306927
0.65,0.63,5,-0.003544921,0.044967891
1.59,1.56,11,-0.011543607,0.091623432
0.44,0.28,8,0.111056264,-0.000724274
0.36,0.36,27,0.034079514,0.112043622
0.15,0.15,9,-0.033200775,0.199562632
1.16,1.16,14,0.01303766,0.006277056
1.06,1.05,8,0.004196022,0.057349929
2.06,1.84,9,0.004590164,0.067075086
0.93,0.88,2,0.013787976,0.104636616
-0.14,-0.19,18,-0.013780436,0.030698751
0.46,0.43,9,0.041577724,0.107425012
2.07,2.08,10,0.010378778,0.046817139
1.9,1.98,18,-0.025453365,0.061509562
0.74,0.65,4,-0.021327644,0.000543333
1.41,1.38,4,0.013211882,0.059847087
1.19,1.1,7,-0.003962263,0.035150797
0.19,0.2,3,-0.015434404,0.045527584
0.89,0.99,8,-0.001771823,0.043002745
1.25,1.18,9,0.003116106,0.068487155
0.71,0.69,9,-0.017876053,0.113664573
0.99,0.99,7,0.02277519,0.022983587
-0.02,-0.06,8,0,0.007469643
0.81,0.76,2,0.008326092,0.044014097
0.76,0.82,13,-0.000290319,0.010099553
1.09,1.07,12,-0.02890472,0.058323206
1.6,1.51,3,-0.04354392,0.023574597
0.79,0.72,4,-0.032088367,0.102915626
0.12,0.11,2,0.02000008,0.137820642
1.64,1.44,1,0.091036988,0.037265821
1.85,1.74,5,-0.015259104,0.036021743
0.53,0.52,9,0.022040113,0.095498795
3.41,3.18,10,0.027844078,0.07317073
0.46,0.5,2,-0.012415089,0.121743611
0.31,0.29,5,-0.000661785,0.037933223
0.7,0.64,7,-0.01648796,0.028334144
0.58,0.56,3,0.01515847,0.061660857
0.52,0.51,5,-0.034822626,0.119836522
0.38,0.42,5,0.019510182,0.086003389
0.82,0.81,2,-0.035095123,0.062596407
0.44,0.43,2,0.004028224,0.111399956
0.65,0.67,2,-0.032823983,0.023980152
0.78,0.76,9,-0.038422236,0.12948342
0.23,0.25,4,0.002437528,0.085350314
1.31,1.17,2,0.000153381,0.081202488
0.22,0.3,32,-0.080971661,0.057098767
0.82,0.76,3,0.015841142,0.088102588
0.32,0.31,7,0.00060644,0
0.6,0.59,2,-0.020392459,0.102965404
0.71,0.67,2,0.032610905,0.057320737
1.02,1.41,4,-0.006812475,-0.011356042
0.32,0.33,2,0.001723395,0.058850158
0.18,0.19,1,-0.016521753,0.084967294
0.35,0.35,4,-0.04017253,0.0380251
0.09,0.1,4,-0.054250073,0.056742557
0.61,0.59,4,0.026481685,0.065282865
0.24,0.22,1,-0.050268097,0.085393258
0.51,0.43,4,-0.025956885,0.071957672
0.55,0.52,3,0.026517769,0.030291807
0.89,0.8,2,0.009982097,0.09016625
0.66,0.68,1,-0.005142854,0.052585177
1.16,1.11,6,-0.00144555,0.058705564
0.19,0.18,1,0.022975958,0.006795062
0.13,0.12,4,-0.073636373,0.102132426
0.65,0.54,1,0.01548197,-0.083233431
0.55,0.26,1,-0.011734072,0.071585055
0.26,0.24,2,0.018153013,0.032097066
-0.27,-0.3,3,0.018743109,0.035460993
1.84,1.81,14,0.067081649,-0.002593798
1,1,12,0.052288535,0.018413725
0.03,0.15,3,0.033570767,-0.002816802
-1.09,-0.16,4,-0.033089734,0.051989736
-1.1,0.33,2,0.011276841,0.005693706
1.43,1.2,12,0.013758457,0.006606303
0.13,0.1,3,0.03052732,-0.005612667
0.3,0.26,15,0.043559209,0.07560273
0.5,0.52,9,0.063957176,-0.019226351
-1.19,-1.22,3,0.058897243,-0.155355955
0.4,0.24,5,0.002451918,0.014893603
0.35,0.3,4,0.080279813,-0.105430528
0.42,0.26,1,0.10945805,-0.003289565
0.02,0,2,-0.03416049,-0.093558282
1.59,1.54,2,-0.000448875,0.002323267
0.51,0.36,2,0.026775294,0.045916115
2.22,1.41,1,0.352941176,0.065517241
-0.16,-0.14,5,0.052,-0.044217687
0.79,0.75,1,0.144239231,-0.006902505
-1.14,-0.77,2,0.224422442,0.012779553
-0.01,-0.04,2,0.114931238,-0.106571936
0.11,0.11,1,0.009971503,0.0628571
0.12,0.15,2,-0.034682116,0
0.06,0.05,1,0.009523821,0.015950928
0.04,0.02,4,0.062827259,0.014285722
0.99,0.53,2,0.011147236,-0.005719733
0.07,0.23,1,-0.009331339,-0.020605322
-0.08,-0.23,1,-0.01222,0.028846154
0.24,0.39,2,0.215795236,0.044222545
-5.85,-0.53,2,0.140616246,-0.079207921
0.44,0.5,2,-0.015417323,0.001967775
-1.78,-0.56,2,0.200416667,-0.004691165
-0.73,-0.85,3,0.10989011,-0.028519196
-0.12,-0.15,5,-0.162241888,-0.10982659
-0.24,-0.08,1,0.214788732,-0.141215107
-0.17,-0.29,1,-0.00297619,-0.111243449
0.74,0.78,1,-0.018261493,-0.03549205
-0.43,-0.51,3,0.103896104,-0.239583333
-0.3,-0.29,1,-0.102905429,-0.096590909
-0.02,0.08,3,-0.027189605,0.363378506
-0.12,-0.13,2,-0.150537634,-0.016528926
-0.59,-0.58,3,-0.074074074,0.120448179
-0.02,0.01,1,0.022629108,-0.076923077
-0.24,-0.2,3,-0.094462541,0.295081967
-0.02,-0.01,1,0.003401361,0.159090909
-0.07,0.01,1,-0.013586957,-0.076167076
-0.63,-0.59,4,0.066513761,0.235714286
-0.11,-0.13,2,-0.010526316,0.291908243
-0.07,-0.07,2,-0.034482759,0.066666667
-0.14,0.03,1,1.065217391,-0.00280112
-0.27,-0.36,1,0.019744483,-0.085227273
-0.03,-0.02,2,0.135459253,0.048492792
-0.03,-0.04,2,0.197718631,0.195238095
-0.08,-0.08,2,0.026785714,0.053764405
-0.38,-0.42,1,-0.052386459,0.110091745
-0.12,0.21,3,0.044591247,-0.074992857
0.02,0.04,1,0.087141339,-0.060636183
-0.47,-0.26,1,0.152173913,0.164383562
-0.39,-0.56,1,0.47979798,-0.023041475
-0.09,0.02,3,-0.019607843,-0.048951049
0,0,1,0.005439135,0
-0.06,-0.02,1,0.038461538,-0.31292517
0,-0.01,1,0.226134174,0.091698113
-0.35,-0.15,1,-0.008714597,0
-0.16,-0.09,2,-0.007143998,-0.057303371
-0.24,-0.19,3,0,-0.078688525
0.22,0.33,2,0.101108012,-0.207176309
0.96,0.88,1,0.056055289,-0.354838724
0.96,1.32,1,0.201456311,-0.220227671
-0.39,-0.4,1,0.210638298,-0.281893906
-0.28,-0.49,6,0.177777778,-0.465373961
0.53,0.4,2,-0.136901059,-0.291701278
0.09,0.02,1,0.293532338,-0.267175573
-0.67,0.03,1,0.273631841,-0.49713467
-0.31,-0.3,2,0.56162465,-0.315922494
-0.11,-0.25,2,0.020408163,-0.482315113
-0.45,-0.48,2,-0.231198462,-0.278169014
-1.57,-0.63,1,0.557830092,-0.349939832
0.1,0.03,1,-0.055979644,-0.230072464
-0.69,-0.8,1,0.421588595,-0.409905163
0.34,0.34,1,-0.188358101,-0.377339902
-0.1,-0.1,1,0.336976889,-0.164149043
-0.3,-0.27,2,0.365217391,-0.270416667
0.71,0.77,7,0.006190748,0.012431448
0.28,0.27,11,-0.093672972,0.024210983
0.63,0.63,8,-0.028654491,-0.036370299
2.79,2.52,10,-0.105993714,0.08009826
2.17,2.09,8,0.013898649,-0.062964159
4.12,3.55,5,0.004229259,0.024137935
-0.67,-0.62,6,-0.065028902,0.084656085
0,-0.71,3,-0.08145275,0.228291985
0.68,0.39,5,-0.040972497,0.043790145
-0.01,-0.03,1,-0.041707081,-0.021937843
-0.04,0,3,-0.046613896,-0.021592821
0.44,0.44,10,0.001535293,0.09066804
0.16,0.16,7,-0.090416892,0.074760766
-0.9,-0.76,3,-0.193342776,0.126359833
0.71,0.53,6,-0.072921202,0.023359028
0.32,0.69,4,-0.058997595,-0.042335743
0.07,0.01,2,0.012931034,0.038580247
-0.16,-0.2,3,-0.010989011,0.005882353
-0.46,-0.46,5,-0.048338369,0.089285714
-0.44,0.03,1,0.089285714,-0.052401747
0.71,0.63,2,-0.004476276,0.057208238
0.02,0.05,3,0.040540541,0.197771588
0.11,0.11,2,-0.062689612,0.020127079
0.51,0.42,2,0.007810321,0.047603834
-0.43,-0.35,2,0.055555556,0.014409222
0.83,0.41,3,0.006565204,0.034064081
0.13,0.14,1,0.173728814,0.024752475
-0.05,-0.06,1,-0.05,0.114068441
-0.18,-0.17,3,0.0064,0.069958848
0.19,0.2,2,0.049918205,0
0.49,0.47,1,-0.062655211,0.040436458
-0.01,-0.01,1,0.027689031,-0.020629298
0.39,-0.21,1,-0.023323615,0.039755352
-0.1,-0.11,2,0.135523614,0.117096019
0.05,0.08,1,0.026658936,0.014943212
-0.39,-0.55,3,-0.090909091,0.094890511
-0.02,-0.03,1,0.092764378,0
0.06,0.07,3,-0.042553211,-0.007407441
0.2,0.2,5,-0.042424288,-0.03846161
-0.71,-0.73,5,-0.080213904,0.008281573
-0.33,-0.36,2,-0.033962233,0.010797858
0.09,0.09,1,0.031189081,0.059496563
0.23,0.33,2,-0.060452274,0.040726209
0.19,0.12,5,-0.045077106,0.085517241
-0.07,0.34,1,0.171485483,-0.055555584
0,-0.01,1,-0.01369863,-0.080188679
0.18,0.12,2,-0.047462687,0.031140658
1.04,0.77,2,0.014797937,0.063426216
0.17,0.19,4,-0.031601732,0.008959681
0.26,0.17,4,0.000332889,0.201235658
0.19,0.21,5,-0.05,0.038862559
0.22,0.18,1,0.031650339,0.077504726
0.11,0.1,5,-0.070048309,0.021164021
-0.44,-0.58,2,0.184745763,0.221765914
-0.14,-0.33,1,0.018229167,-0.080684597
-0.28,-0.23,2,-0.01920439,0.041984733
-0.05,-0.09,3,-0.083122515,0.141048825
-0.34,-0.59,3,-0.017628205,-0.054545455
-0.17,-0.16,1,0.008281573,0
-0.09,-0.12,2,0.052556818,0.005791511
-0.05,0.05,1,0.019480519,-0.023041475
-0.12,-0.1,3,-0.012903226,0.012738854
0.3,0.32,1,-0.054726377,0.061876254
0.1,0.1,1,-0.039158832,0.019929579
0.27,0.25,1,0.028655012,-0.022860468
0.31,0.14,1,-0.104046243,0.046666667
0.03,0.04,3,-0.111111111,0.061776062
0.19,0.07,3,0.051395007,-0.101983003
-0.03,-0.02,2,-0.13,-0.01010101
-0.62,-0.67,3,-0.124378109,-0.027027027
0.02,-0.09,1,-0.049853372,0.096463023
-0.44,-0.27,1,0.07504363,-0.183333333
0.01,-0.03,3,-0.072922555,0.090718772
-0.2,-0.2,1,-0.035714286,-0.081081081
-0.59,-0.71,2,-0.056074766,0.091743119
-0.31,-0.24,3,-0.148148148,0.124223602
-0.06,-0.01,1,0.064876957,-0.018604651
-0.16,-0.12,2,0.006410256,0.069444444
-0.09,0.08,2,-0.176767677,-0.027586207
0.17,0.1,3,0.028786022,-0.022551598
-0.03,-0.02,2,0.101265823,0.055172414
1.01,0.95,9,-0.007450672,0.135536509
0.73,0.72,9,0.026104792,-0.011274935
2.73,2.33,12,-0.008246423,0.04472898
3.03,2.87,11,-0.046260663,0.026419876
0.84,0.81,8,-0.069630643,0.019426111
1.8,1.72,1,-0.035825343,0.035677572
1.07,0.99,4,-0.085002568,0.021574419
0.22,0.22,1,0.008233059,-0.000344709
-1.07,-0.8,1,-0.068087008,0.123989899
0.92,0.61,6,-0.086385096,0.010400001
0.37,0.51,4,-0.035702951,0.043421482
1.05,1,2,-0.037896529,0.01939136
0.27,0.29,1,-0.057109557,-0.018619934
12.16,9.2,1,-0.019093066,-0.088427949
0.81,0.71,5,-0.103436367,-0.021232227
0.42,0.03,1,-0.072780735,0.112676043
0.08,-0.11,4,-0.049289386,-0.012289225
-0.34,-0.33,2,-0.188218391,0.010588235
1,0.91,2,-0.073402056,0.01986474
2.17,2.17,2,-0.022185154,0.124174844
0.7,-0.17,4,-0.114336872,-0.002157206
-0.62,-0.5,8,-0.178350779,-0.022795434
-0.08,-0.21,2,0.060157791,-0.037435657
-0.11,-0.25,1,-0.049791015,-0.004383247
-0.12,-0.11,1,-0.060185185,-0.072238806
0.8,0.55,2,-0.046113797,0.066846986
0.35,0.38,3,-0.119015957,0.018315018
1.64,1.13,1,-0.14772984,0.166045769
-0.28,-0.29,2,-0.051025776,-0.193620178
-3.17,-0.34,2,-0.127221703,0.03769084
-0.72,-0.21,4,-0.051736881,0.142992424
3.33,3.41,3,-0.143258921,0.032677069
-1.62,-1.42,3,-0.036910846,-0.177654955
-0.29,-0.04,1,-0.118110236,0.524137931
0.17,0.17,1,-0.15689785,-0.010475414
-0.3,-0.33,2,-0.323694779,-0.052765957
0.28,0.28,2,-0.021228223,0.025727057
0.12,0.18,4,-0.200803213,0.027765338
0.17,0.14,5,-0.035612617,0.01017446
0.11,-0.03,1,-0.175115207,0.026315789
0.16,0.17,3,-0.902487562,-0.036016949
2.28,2.09,2,0.037668855,0.009767083
0.25,0.27,3,0.060645161,0.045325779
-0.04,0,3,-0.005208333,-0.018333333
-0.01,0.06,1,-0.039800995,-0.094017094
0.05,0.09,2,-0.145535714,0.048233696
0.17,0.21,1,-0.089230769,0.029411765
-0.05,-0.06,4,-0.050062578,-0.017241379
-0.44,-0.5,1,-0.088353414,-0.020634921
0.03,0.12,2,-0.089189189,0.031578947
-0.19,-0.17,1,-0.085714286,-0.180212014
-0.11,-0.13,1,-0.24127907,0.223509934
1.44,1.06,7,0.05336201,0.05467191
1.23,1.11,13,-0.033405821,0.045018838
0.83,0.78,17,0.009130858,0.020988497
1.67,1.61,7,0.019816033,0.080667513
0.43,0.43,7,-0.041866142,0.086752856
0.34,0.15,11,-0.00921541,0.141371228
2.01,2.05,7,-0.029260428,0.088033874
0.03,-0.03,6,0.109756113,0.056633084
2.2,1.82,5,0.061965525,0.01462523
1.35,1.23,9,0.001421017,0.087247312
0.1,0.08,3,-0.023310831,0.094609095
-0.26,-0.3,8,-0.013142464,0.124239357
4.42,2.96,9,-0.004556698,0.100917431
-0.2,-0.2,5,-0.038383501,0.110868776
1.31,1.12,7,-0.013797361,0.09238659
-1.53,-0.15,8,0.003995738,0.034154535
1.25,0.91,3,0.043386145,0.082397322
0.36,0.14,4,0.009568259,0.089175278
0.3,0.26,11,0.012026642,0.116733788
1.32,1.24,2,0.015681197,-0.031482353
2.9,2.62,12,0.01098751,0.059912848
3.75,3.48,9,0.015231844,0.096961068
1.03,0.92,7,0.125066483,0.026896707
-0.25,-0.44,5,-0.011976064,0.150462944
-2.67,-2.53,11,0.042956412,0.05479886
0.57,0.55,4,0.003052903,-0.325951731
0.13,0.06,11,-0.03125,0.145161305
3.87,3.09,4,0.079797548,0.081574894
1.42,1.41,2,-0.00384031,0.120069058
1.76,1.91,8,-0.014838766,0.086440494
1.1,1.01,7,-0.006858713,0.080498938
0.6,0.49,4,0.074206407,0.024370298
0.12,-0.03,16,0.017905055,0.007435019
1.15,0.84,7,0.04927264,0.164108623
2.26,1.91,7,0.027538269,0.07436846
0.52,0.48,10,0.023124115,0.117754582
0.41,0.35,7,0.001327513,0.086868274
0.92,0.79,4,-0.018016226,0.110116385
0.7,0.7,5,0.011465044,0.085995095
-7.82,-6.75,7,0.144863916,0.016100179
0.99,0.78,2,-0.011930667,0.094773384
1.36,0.4,4,-0.001464129,0.073653765
0.3,0.26,3,0.00607839,0.042035876
1.05,0.83,1,-0.020610973,0.202416933
0.64,-0.06,1,0.033646803,0.040180327
0.42,0.35,1,-0.022356484,0.131339382
1.41,0.36,6,-0.027605119,0.200835792
0.24,0.24,7,-0.080749926,0.11249997
-0.26,-0.38,5,0.007495591,0.12142152
0.38,0.24,3,0.012107337,0.073311086
-0.58,-0.4,1,0.069033531,0.057803468
-0.44,-0.67,6,-0.053571429,0.109589041
1.49,0.81,1,-0.062110189,0.086956505
0.66,0.52,5,-0.00415744,0.107018108
4.69,2.2,3,0.019822778,0.118760844
-3.54,-3.39,6,0.038790645,0.054006969
0.63,0.43,6,0.072740964,0.151490066
0.39,0.35,6,0.015625007,0.123516293
-2.15,-1.89,6,0.169976636,-0.025119617
0.23,0.23,4,-0.04241653,0.119970278
-0.08,-0.01,5,0.017870722,0.062599681
0.06,0.02,2,0.064822032,-0.016872592
0.61,0.54,6,0.011945977,0.093557647
0.25,-0.82,3,0.033453143,0.2068143
0.61,0.62,2,-0.008199463,0.079791218
0.24,0.28,4,0.042710482,0.025162017
0.07,0.03,4,0.066666514,0.069767502
0.76,0.75,2,-0.019173163,0.089517869
1.76,1.37,2,0.020040534,0.066917291
0.26,0.26,6,-0.042151189,0.122259683
0.39,0.3,3,-0.015267146,0.165386575
0.52,0.24,3,-0.025605963,0.161478565
0.48,0.36,1,0.001643821,0.077617332
-0.46,0.34,3,0.035091637,0.100040161
0.62,0.44,3,-0.021417449,0.055344329
0.4,0.27,3,-0.059503555,0.140856617
0.15,0.42,1,-0.030505674,0.092696604
0.48,0.32,5,-0.025828458,0.103918214
0.49,0.42,2,0.006360666,0.09372785
-0.56,-0.58,8,0.057324859,0.103915593
0.56,0.18,5,-0.093722779,0.075662673
0.36,0.34,6,-0.030775827,0.035054231
1.12,0.87,2,0.003296187,0.083713026
1.58,0.73,5,0.077144917,0.226931567
-0.23,-0.93,1,-0.064479211,0.073448398
-0.02,-0.39,4,0.011828972,0.095596171
0.72,0.58,2,-0.019443346,0.076850676
0.85,0.33,2,-0.018328726,0.106957433
0.16,0.01,2,0.048951049,0.183427762
0.24,0.08,3,-0.036873138,0.130590269
0.17,-0.05,3,-0.084926374,0.091049958
0.22,0.08,1,0.097376093,0.027694611
0.23,0.26,6,-0.0068748,0.088324852
-0.17,0.2,4,-0.046884306,0.155829604
0.19,0.05,3,-0.02678566,0.104986571
0,0.07,4,0.009268795,0.067039106
-0.99,-1.81,9,0.029608405,0.104644327
-0.43,0.15,1,0.029509284,0.037292385
0.18,0.12,5,-0.038923104,0.076086834
-0.29,-0.15,2,0.115384615,0.170143149
-0.12,-0.69,1,-0.034609069,0.066579998
0.09,0.2,4,-0.019462465,0.091897233
0.6,0.26,4,-0.040384625,0.058064533
0.55,0.32,2,-0.012978122,0.083969499
0.48,0.42,1,-0.017029588,0.097701132
0.81,0.31,2,0.05737268,0.013597748
0,-0.08,3,-0.053097382,0.169129675
0.36,0.16,4,-0.055855811,0.034220557
-0.11,-0.12,6,-0.015151515,0.038252241
0.5,0.46,2,-0.009106691,0.080892588
0.43,0.18,1,0.028451087,0.014973219
0.27,0.26,6,0.028018679,-0.0158831
0.34,0.28,1,-0.066371669,0.127481719
-0.79,-0.55,1,0.13714277,0.09603956
0.22,0.11,2,-0.039378275,0.06550221
0.22,0.12,1,0.019283758,0.03036722
0.22,0.05,1,-0.025647736,0.000259605
0.25,0.22,2,-0.048991354,0.090452261
0.47,0.39,2,-0.072976885,0.083139045
2.3,1.1,3,0.060582133,0.012835465
-0.47,-0.55,2,0.024054983,0.249042146
1.13,0.2,1,0.013277428,0.089368259
0.38,0.3,5,0.077037289,0.01877607
0.45,0.28,3,-0.004830915,0.075920669
0.16,0.13,2,0.01717341,0.019108262
0.32,0.2,4,0.002197743,0.081230289
0.43,0.07,1,-0.036361039,0.036332227
-0.39,-0.41,4,-0.328125,0.554455446
0.1,-0.02,2,-0.005914117,0.06787814
1.43,1.38,5,0.067963721,0.037358335
2.54,-1.33,3,0.09120603,-0.042954545
0.74,0.71,5,0.059047062,0.011941996
0.08,0.07,4,-0.069656989,-0.020671835
-0.02,0.12,2,-0.063600783,-0.075077399
-0.01,-0.02,1,0.064947469,0.007393715
-0.5,-0.38,2,-0.067014147,0.034206696
-0.5,-0.42,6,0.044226044,-0.062585034
-0.19,-0.14,2,0.1925,0.270149254
-0.04,-0.1,6,0.034482759,-0.024570233
0.36,0.32,1,-0.020030841,0.027839149
-0.24,-0.23,1,0.134292566,0.218023256
-0.07,0.11,1,-0.03943662,0.070927514
-0.73,-0.57,2,0.055839727,-0.263157895
-0.16,-0.2,2,0.045286506,-0.009393681
-0.19,-0.62,1,-0.001998002,-0.032096289
-0.13,-0.25,4,0.092002831,0.037219101
-0.01,0,2,-0.030927835,-0.118811881
0.02,0.01,1,0.299435028,0.026490066
-0.73,-0.43,1,0.168333333,0.068181818
-0.43,-0.46,2,0.016949153,-0.115942029
-1.66,-0.5,1,0.11147541,-0.24796748
0.14,0.14,4,0.126996198,0.101503759
-0.9,-0.72,3,0.01002004,-0.403567447
0.05,0.06,1,0.193515959,0.07464694
-0.41,-0.25,1,0.792099792,0.010989011
-0.27,-0.24,2,0.008547009,-0.010533035
-0.06,-0.1,2,-0.232758621,0.077192982
-0.51,-0.16,2,0.029718457,-0.113199666
0.09,0.12,3,0.004337051,0.006161137
-0.09,1,1,0.098130841,-0.034482759
-0.37,-0.43,1,0.007651515,-0.035211268
-0.09,-0.06,1,0,0.323943662
0.13,0.11,3,0.025196843,0.062850664
0.76,0.62,8,-0.00096,0.038020209
0.6,0.58,10,-0.000916404,-0.018801921
0.83,0.82,22,-0.009431196,0.005237167
1.67,1.58,6,-0.008240459,0.002028556
0.25,0.22,13,0.021202947,0.017416884
2.84,2.74,11,-0.000291919,0.044542737
-0.25,-0.22,5,-0.023959152,0.045473984
-0.44,-0.88,7,0.002706562,0.036430707
0.7,0.55,3,-0.012302618,0.009371429
3.33,3.24,12,-0.035741159,0.028787198
1.8,1.64,8,-0.042651487,0.033626722
0.44,0.4,7,-0.016070602,-0.007675439
0.81,0.8,5,-0.004023251,-0.016647377
0.74,0.69,8,-0.007134806,0.024844727
1.36,1.35,14,-0.009481608,0.021813386
-0.04,0,8,-0.035323804,0.162837153
0.74,0.71,10,0.002863164,-0.006783655
2.34,2.38,10,-0.026611346,-0.023474361
2.6,2.5,8,-0.000230175,-0.015465779
1.16,1.11,7,0.016241857,0.08948934
2.44,2.3,8,0.029707677,0.019614761
-0.01,-0.02,2,0.036274816,0.08202324
2.63,2.62,10,-0.022716117,0.001159471
0.61,0.55,11,0.017377993,0.043679138
1.03,0.98,8,0.004613436,0.022104967
2.65,2.67,11,-0.000727474,0.02009268
-0.22,-0.34,12,0.090326265,-0.032823043
0.04,0.04,3,0.020804509,0.093489025
0.07,0.06,2,0.11872908,0.05689657
1.55,1.46,13,0.02667125,0.015146414
0.25,0.26,9,0.029270424,0.010584251
0.71,0.72,12,-0.020797956,-0.009745764
3.5,3.35,9,0.011424731,-0.005724124
1.43,1.36,10,-0.008240312,0.019637237
-0.28,-0.25,2,0.03257208,-0.059511163
0.91,0.88,8,-0.007760691,0.019800513
1.46,1.26,8,0.034224611,0.064039412
0.37,0.32,7,0.024226105,0.015910129
0.57,0.55,5,-0.021583288,0.006380338
0.73,0.64,4,0.004150579,0.013660213
2.31,2.29,12,0.0118403,0.015452539
0.94,0.92,9,-0.025819957,-0.042169948
0.74,0.66,1,0.048788619,0.03219049
0.87,0.67,8,0.02876354,0.046942005
0.55,0.5,7,-0.027383885,-0.001889457
1.49,1.46,9,-0.00770713,-0.02082948
0.3,0.3,8,0.001420443,0.003276328
-1.11,-1.26,9,0.04887866,-0.074801787
0.74,0.69,2,-0.019878321,-0.000119804
0.69,0.7,9,0.004498978,0.008359693
0.35,0.32,2,-0.040256176,0.035830603
0.51,0.47,11,0.007316436,0.02877095
0.35,0.25,5,-0.03301879,0.058895736
0.28,0.2,4,0.002963847,0.015343552
0.67,0.52,9,0.010138088,-0.000769231
1.13,0.98,6,0.039845048,-0.010790884
0.22,0.22,1,0.015916934,-0.008163284
0.12,0.19,3,-0.017627185,-0.003494003
0.82,0.73,4,0.00172305,0.00391006
0.38,0.38,11,-0.023876876,-0.010136211
0.15,0.05,1,0.065769806,0.037308869
0.86,0.9,4,0.051269148,0.039666676
0.13,0.12,6,0.045277677,-0.071994371
0.28,0.29,2,-0.046511647,0.006378449
0.21,0.35,5,0.0529248,0.021121987
0.46,0.44,9,-0.02583267,0.008425158
0.54,0.79,1,-0.007780613,-0.025941943
0.31,0.3,12,-0.040967096,0.006949275
0.65,0.51,5,-0.001563942,0.037669829
0.14,0.06,2,0.133064436,0.041853402
0.5,0.5,8,0.009286999,0.027690352
1.29,0.85,9,0.002217705,0.020203824
0.72,0.47,4,-0.015903315,0.017141631
0.49,0.5,4,0.015024292,0.022622638
0.35,0.35,1,0.087981469,-0.015982258
1.11,1.04,7,-0.002591796,0.042565845
0.56,0.51,5,0.018858315,0.024479223
0.52,0.39,2,-0.011086475,0.034686638
-0.28,-0.26,4,0.068783069,0.005400254
0.41,0.42,7,-0.007197115,-0.003534702
0.15,0.16,4,0.057080227,-0.018046703
1,1.01,6,-0.002103986,0.052408599
