EPS,forecasted_eps,noOfEsts,after_total_returns,before_total_returns
0.28,0.36,6,0.063380274,-0.014234863
0.32,0.31,3,-0.019600471,-0.025297617
0.77,0.78,5,-0.006792259,-0.00026564
0.57,0.54,3,0.020464388,-0.004187626
0.15,0.14,8,0.063758399,0.008308151
0.89,0.81,6,-0.012319601,-0.054729733
0.75,0.7,7,-0.008015166,-0.010912193
0.21,0.23,6,-0.011355034,-0.040723982
0.43,0.41,2,0.000974021,-0.002603306
0.47,0.39,2,0.049002806,0.010365071
0.35,0.41,4,0.016833945,-0.042739052
-0.21,-0.22,3,0.025900901,-0.02022756
-0.1,-0.04,6,-0.028301887,-0.131
0.39,0.35,2,-0.004608295,0.064541213
-0.63,-0.48,4,-0.088243354,0.03078203
0.21,0.27,1,-0.005967181,0.030683403
0.23,0.16,4,0.050330897,0.085503954
0.23,0.24,3,-0.058775535,-0.051325968
0.54,0.54,7,-0.00286474,0.021627185
0.43,0.42,7,-0.034533623,0.041601986
0.59,0.55,4,-0.014381977,-0.04376824
0.09,-0.1,3,-0.037001093,-0.00029349
0.09,0.09,9,-0.013163126,0.008254734
-1.8,-1.55,2,0.438428798,-0.188679273
0.72,0.87,8,0.011936846,-0.006760555
0.59,0.54,4,-0.035388128,-0.008313539
0.25,0.24,11,-0.024347826,0.020632133
-0.59,-0.56,5,0.061381074,0.051924799
-0.01,-0.15,3,-0.002801136,0.033235587
-0.26,-0.31,4,0.076070901,-0.005249344
-0.71,-0.79,4,-0.041198502,-0.002193517
-0.75,-0.84,4,0.047058824,-0.00617284
0.59,0.54,6,-0.063254185,-0.041322314
0.12,0.13,3,-0.009321783,0.006070305
0.07,0.02,4,0.093846122,0.067880758
-0.33,0.18,2,0.039977477,-0.033269354
-1.14,-1.28,5,0.047619048,-0.142465753
-2.04,0.77,1,-0.146025878,-0.027109267
-0.02,-0.2,1,-0.009186955,-0.003985122
0.52,0.49,2,0.022284123,-0.017414084
1.2,1.16,2,0.044113317,0.01135318
-0.25,-0.16,7,-0.036653386,0.051304348
-0.01,-0.1,3,0.241635688,-0.004424779
0.79,0.79,4,-0.009243703,0.040604155
0.17,0.22,1,-0.127412814,0.008942104
0.54,0.54,9,-0.039268585,-0.004411332
-0.69,0,1,-0.003467719,0.025454532
-0.18,-0.23,1,-0.062458026,-0.529102167
-0.17,-0.15,6,-0.233480176,0.129476584
0.1,0.1,10,-0.103107345,0.03701016
-0.22,-0.24,6,0.053140097,0.352348993
0.16,0.21,2,-0.04253112,0.090705487
0.13,0.12,3,0.004189944,0.026486757
0.47,0.47,11,0.034730087,0.015651582
0.38,0.39,2,0.030412526,0.065432493
0.5,0.51,4,0.045022478,0
-0.01,-0.01,5,0.005874674,0.019988242
0.19,0.18,4,-0.040115798,-0.020365752
0.32,0.29,6,0.028612364,0.032159298
0.12,0.12,3,0.044649806,-0.019623271
0.45,0.41,2,-0.045887752,-0.019293775
0.74,0.78,4,-8.28E-05,-0.001956974
-0.16,-0.15,5,0.015683346,0.028901734
0.23,0.2,5,0.02004582,0.014109344
0.24,0.25,2,0.025823742,-0.095022677
0.24,0.06,3,0.25,-0.127962085
1.29,1.2,5,0.037524366,0.002452984
0.92,1.01,2,0.025608614,-0.018729393
-1.47,-1.28,4,-0.059601113,0.070979753
-0.06,-0.05,3,0.03164557,-0.045977011
-0.15,-0.12,2,0.122135417,-0.119938493
-0.13,0.31,2,-0.013100485,0.006366071
-0.18,-0.21,3,-0.003686897,0.035301098
0.01,-0.07,2,0.0808933,0.012406948
0.66,0.29,1,0.155066073,-0.126446968
-0.51,-0.41,5,-0.01607717,0.038596491
-0.19,0.03,3,-0.031722013,0.026049245
0.05,0.1,2,0.033942524,0.030034196
-0.31,-0.42,4,0.14688716,0.012019231
0.32,0.32,3,0.004587149,-0.001533819
1.14,1.33,8,0.049046826,0.003563157
0.1,0.05,6,-0.041450766,-0.144208042
-0.11,-0.13,3,-0.072072072,0.424892704
0.15,0.15,7,0.017761989,0.057675997
0.15,0.13,2,-0.00463392,-0.003058104
0.1,0.23,4,0.055294125,-0.010911052
0.18,0.22,3,-0.063331559,-0.086498856
0.16,0.14,1,-0.00335027,-0.02599516
0.57,0.54,2,0.014275745,-0.027454242
-0.88,-0.83,3,0.110709117,0.032424466
-0.01,-0.01,1,0.062785615,-0.046064563
-0.18,-0.17,3,-0.082191781,0.103076923
0.4,0.36,3,0.041522483,-0.02349394
0.07,0.03,1,0.037996551,0.046729053
-0.57,-0.38,6,0.139344262,-0.060362173
-0.03,0.01,2,0.037533512,-0.039647577
0.26,0.44,3,0.010826194,0.012812994
0.18,0.17,3,-0.067437384,-0.001483662
0.42,0.41,4,-0.01162036,0.032821333
-0.49,-0.61,4,0.022010704,0.015234895
0.16,0.32,2,-0.024516129,-0.041698256
0.22,0.2,2,-0.009658294,0.005952344
0,-0.16,1,0.042918455,0.008641975
0.25,0.19,4,0.053863299,0.048311076
-0.26,-0.27,3,-0.067457376,0.026298488
0.99,0.76,2,0.01039836,0.066277473
0.21,0.28,3,-0.036951479,-0.002369634
0.93,0.62,4,-0.018705918,-0.035070785
-0.48,-0.41,3,0.023372287,0.216
0.1,0.05,2,0.048780488,-0.013816926
0.23,0.19,5,0.067155756,0.018068536
-0.37,-0.4,3,-0.03787416,0.046073978
0.58,0.61,1,-0.020693994,-0.028691816
0.34,0.25,1,-0.000921664,0.017458781
0.46,0.44,3,-0.047520975,-0.013654243
0.31,0.3,2,-0.035923995,0.001335069
-0.35,-0.35,1,-0.074626866,0.045130641
0.34,0.28,3,0.081761006,-0.051741294
0.37,0.23,2,0.207171315,-0.030555556
0.77,0.77,3,0.03798306,0.063212003
0.51,0.59,3,0.083033811,-0.074086414
0.19,0.18,6,0.012639405,-0.034635225
-0.04,-0.05,5,0.085308059,0.016272271
0.15,0.06,1,-0.021339221,0.02823339
-0.47,-0.67,4,-0.035714286,-0.178899083
-0.84,-0.76,6,0.125722543,-0.021008403
-3.14,-3.76,10,0.040672952,0.126860799
0.29,0.4,4,0.001903484,0.004444499
-0.03,-0.02,9,-0.015827338,-0.248472505
0.41,0.8,2,-0.05991522,-0.036444215
0.42,0.51,2,0.002768166,0.08493353
-0.09,-0.09,4,-0.017045455,0.140127389
0.2,0.2,6,-0.022686296,-0.092879289
0.52,0.57,2,-0.011320758,-0.057522571
0.6,0.53,6,0.044753088,-0.049668873
-1.01,-0.98,4,0.02601419,0.255626629
0.15,0.15,5,-0.056062433,-0.096629199
-0.62,-0.79,4,-0.018834081,-0.004420866
0.01,-0.21,2,0.225490246,-0.176553579
-0.12,-0.19,2,0.045943304,0.045045045
0.15,0.14,6,-0.038066227,-0.033962266
-0.28,-0.28,3,0.009917349,-0.084892099
-0.47,-0.53,1,0.009814613,0.06199187
0.04,0.03,4,0.007532927,0.136452357
0.37,0.37,1,0.012996414,0.080246925
1.38,-0.1,4,0.000551291,-0.04692244
-0.2,-0.25,1,0.048034934,-0.140221402
0.32,0.33,4,0.011764756,0.007557058
0.43,0.46,4,-0.001278791,0.049315087
0.01,-0.07,1,0.039130435,-0.04365797
-0.01,0.02,3,0.038539554,0.011836901
-1.69,-1.66,2,0.002304147,0.017147311
0.15,0.15,2,0.078152734,-0.00369694
0.08,0.02,1,0.295,-0.102564103
-0.07,-0.09,1,-0.015185602,-0.013157895
0.2,0.22,4,0.164821696,-0.024301432
0.14,0.15,2,-0.01938326,-0.00351803
-0.22,-0.12,3,0.093312597,-0.010512484
-0.13,-0.14,2,0.02020202,-0.061904762
0.06,0.03,4,0.070953437,0.004753282
-0.11,-0.1,3,-0.06314433,-0.035087719
-0.05,-0.09,1,-0.025551684,0.004449388
0.05,-0.03,1,-0.014018692,-0.120535714
0,-0.02,1,0.00308642,-0.047619048
0.1,0.02,4,-0.098039216,0.017412935
0.23,0.28,1,0.057547973,0.138888904
0.05,0.05,1,-0.044680326,0.02617801
0.1,0.13,4,0.034201954,-0.017104216
-0.09,-0.24,1,-0.07804878,0.030100334
-0.03,0,4,0.137745975,0.115606936
-0.98,-0.93,3,0.123241795,0.001363327
0.02,0.02,2,-0.119645495,-0.016326531
-0.37,-0.35,6,0.066469719,0.015015015
0.1,0.11,2,-0.001232459,-0.035220134
-0.89,-0.59,2,-0.002326934,-0.019777503
-0.02,-0.02,1,-0.118594436,0.205897841
-0.09,-0.01,1,-0.068292683,-0.034632035
-0.41,-0.44,3,-0.046373365,0.055693069
-0.74,-0.51,3,-0.090247453,-0.028008314
0.11,0.09,1,-0.117647027,-0.101123478
-0.11,-0.18,2,0.041353383,0.0078125
-0.02,0,4,0.024390244,-0.067073171
-0.05,-0.03,1,-0.065217391,0.082111437
-0.39,-0.42,3,0.087318087,0.01965602
-0.54,-0.42,1,0.01076716,-0.079470199
-0.4,-0.34,2,-0.092391277,0.097014938
-0.18,-0.3,1,0.140051238,0.035714286
-0.06,-0.05,1,0.0651341,-0.044243542
-0.09,-0.1,2,-0.081318681,0.094527363
-0.42,-0.31,1,-0.121621622,0.093784643
0.14,0.16,1,-0.033980822,0.061008019
0.21,0.15,2,-0.063784682,0.00755287
-0.29,-0.17,1,-0.104815826,0.03237984
-0.18,-0.22,3,0.199372057,-0.02587519
0.15,0.19,10,0.080622899,0.022679547
6.72,6.67,9,-0.016699863,0.039668183
-0.57,-1.01,3,0.107221711,-0.037137719
0.25,0.19,7,-0.007858546,0.043355204
-0.46,-0.48,2,-0.010569383,0.021302251
0.09,-0.01,3,0.074829932,0.022945571
-0.18,-0.27,9,-0.071860817,0.15186722
0.53,0.14,6,-0.084430452,-0.021779714
0.37,0.22,2,-0.201993689,0.083239581
0.31,0.33,2,0.008722409,0.011532171
-0.54,-1.04,1,-0.115347019,-0.246743295
0.28,0.2,1,-0.105511811,0.216606498
0.57,0.5,11,0.123821496,-0.114476075
0.67,0.65,10,0.065909097,0.025262251
5.13,4.47,6,-5.81E-05,0.037779691
-0.63,0.47,7,0.081612357,0.0238262
1.18,1.4,15,-0.01055354,-0.000847998
0.79,0.69,9,0.041541914,0.002563061
1.22,1.34,3,-0.040027139,0.045210292
1.33,1.25,11,0.063595223,0.032899366
0.49,0.5,4,0.081038278,-0.00125157
1.21,1.13,4,0.004850445,0.05584989
0.63,0.61,6,0.035061727,0.026214065
0.06,0.06,6,-0.031758369,0.024521111
0.9,0.87,4,0.102978719,-0.01798066
0.19,0.22,6,0.008562925,-0.010732798
-1.03,-0.16,5,0.094497693,-0.019925337
1.03,1.02,9,0.038014455,0.059324707
0.14,0.13,7,-0.007672608,-0.004139349
1.49,1.39,10,0.020544023,0.05659143
0.64,0.67,9,0.076094276,0.052525253
0.63,0.68,2,-0.019144164,0.009254077
0.65,0.81,17,0.061745575,-0.054356862
0.89,0.81,2,-0.000868414,-0.046214793
0.21,0.51,5,0.019040902,-0.003483526
0.42,0.4,7,0.004796623,0.048665298
0.98,0.94,10,-0.001399253,0.005695799
0.15,0.13,11,-0.004181205,-0.035580526
0.29,0.28,2,-0.018518511,0.001917621
0.84,0.82,3,-0.021860851,0.028540353
0.9,0.89,6,-0.02014116,0.02722063
1.57,1.57,10,-0.0081955,0.02769325
0.55,0.53,6,-0.016203704,-0.044477761
0.62,0.22,10,0.011719453,0.01808448
2.57,2.42,3,0.062850332,-0.024624419
0.42,0.41,7,-0.005915382,0.027539764
0.46,0.45,8,-0.021500633,0.032398946
0.58,0.55,5,0.028235308,0.03687944
0.09,0.18,1,0.009748589,0.058103976
0.69,0.63,10,0.029672447,-0.014394242
0.01,0,7,0.033742261,-0.033032969
0.19,0.3,3,-0.029927175,-0.000823387
0.75,0.54,3,0.033903577,0.084642857
1.33,1.37,1,-0.005098327,0.083414002
1.14,1.15,5,0.011730205,0.034937272
0.42,0.31,8,-0.008820287,-0.122159091
-0.01,0.01,4,0.124954727,0.128454652
0.64,0.64,2,-0.004790303,0.037962042
0.4,0.4,8,-0.016058238,-0.001563007
0.65,0.62,1,-0.003199606,0.110906863
0.53,0.43,6,-0.034334759,-0.025479829
-0.11,-0.18,7,0.016155572,0.113652114
0.86,0.46,5,-0.082206598,0.064081852
0.55,0.38,1,0.023558083,-0.008957655
-0.25,-0.38,3,0.023847377,0.028368794
0.58,0.56,2,-0.001618962,0.005804746
1.04,1.06,7,-0.062188261,-0.00816024
0.21,0.16,2,-0.002758201,0.01994394
1.2,0.92,2,0.008770983,0.003402219
1.07,0.78,4,0.06739594,0.054637183
0.13,0.19,6,0.015913054,-0.046713731
1.66,1.36,3,-0.005358944,0.023695016
0.2,0.13,5,-0.012568735,0.066941015
0.71,0.51,6,0.002930403,0.035094796
1.05,1.03,5,-0.02909913,0.077322012
0.98,0.98,2,0.012987018,0.045620996
0.36,0.36,3,-0.025659284,0.012576353
0.32,0.32,4,0.013989166,-0.003193442
0.32,0.33,2,-0.026905809,-0.002926833
-0.02,-0.04,2,0.012236907,0.050639386
0.64,0.62,3,-0.000458744,-0.023611764
0.23,0.23,2,0.029672995,-0.003642994
-0.02,-0.17,6,0.03591954,-0.006766917
0.25,0.23,4,-0.014442934,0.038461527
0.45,0.43,2,0.012849212,0.022765068
0.34,0.36,3,-0.031864413,0.036958816
0.16,0.15,2,-0.024255788,0.159090909
-0.09,-0.32,3,0.134107709,0.070108206
0.81,0.72,7,0.059080963,-0.007821229
0.32,0.32,1,-0.06485539,0.09901599
0.29,0.38,1,0.028154107,0.042981867
0.07,-0.24,8,-0.026674938,-0.034177215
0.16,0.2,8,-0.096103896,-0.059585492
0.14,0.15,3,0.010484454,0.097879859
0.19,0.15,1,-0.035369775,-0.021212121
0.19,-0.03,2,0.024850895,-0.347163121
-0.21,-0.27,1,-0.002886003,-0.031515152
0.39,0.4,5,-0.001789187,0.023244071
0.41,0.43,4,0.034598199,0.0361173
0.05,0.12,1,0.147001934,0.119808894
0.04,-0.04,5,0.04921875,0.062734082
0.87,0.88,1,0.005860794,0.061133415
-0.08,0,4,0.203778677,0.242857143
0.02,0.2,1,0.133274492,0.038385175
1.01,1.27,2,0.04,-0.064627813
-0.03,-0.04,2,0.02189781,-0.006666667
0.13,0.19,1,-0.081081081,0.005312628
0.41,0.42,1,0.01383856,-0.020974516
-0.04,-0.08,4,0.040141677,0.142481944
0.19,0.37,2,0.069090925,0.025946733
-0.19,-0.13,8,0.011040093,0.010989011
-0.09,-0.14,2,0.151260504,0
0.01,-0.01,2,0.038186158,0.1125
-0.16,-0.39,1,0.116144021,0.003838748
0.52,0.54,4,-0.041481481,-0.032000049
-0.41,-0.65,1,-0.020408163,-0.088541667
-0.39,-0.21,2,0.070686071,0.088838269
-0.03,-0.03,1,-0.077777778,0.209302326
-0.08,-0.04,1,0.015098039,-0.072992701
-1.71,-2.03,4,0.008826538,0.028900513
0.77,0.73,6,-0.022305723,0.1045569
0.78,0.57,7,-0.052021487,0.028177458
0.24,0.23,11,-0.053024026,0.064186079
1.36,-0.45,1,-0.025169919,0.051131767
-0.56,-0.61,6,-0.021137243,0.368785128
0.15,0.14,3,-0.073274717,0.02151145
-0.06,0.04,2,-0.053685156,0.008886043
0.19,0.07,1,-0.030388295,0.03125
-0.36,0.19,3,-0.057351065,0.068165839
1.72,1.57,4,0.140639227,-0.027657071
-0.14,-0.07,3,-0.101639338,0.08138099
-1.33,-0.82,2,-0.15658141,0.112903226
0.09,0,3,0.061324612,0.038013623
0.3,0.24,4,-0.123004695,0.14698647
-0.22,-0.31,1,-0.014184433,0.043744499
-0.17,-0.09,1,-0.036423836,0.011166537
-0.3,-0.37,2,0.019230769,0.043478261
0.02,0.03,6,-0.165857732,0.077009621
0.48,0.25,2,-0.082142844,0.09118082
-0.24,-0.32,2,0.126092021,0.171246649
-0.44,-0.45,4,-0.05997552,0.113541667
-0.53,-0.52,3,-0.14453584,0.057774608
0.41,0.26,1,0.058106853,0.023483879
-2.96,-2.68,1,0,0
0.27,0.05,2,-0.107843159,0.012422403
-0.65,-0.53,4,-0.046853147,0.23963964
-0.28,-0.34,3,0.175115207,-0.093023256
0.55,0.24,2,-0.086178862,0.04924406
2.39,2.26,3,0.02825835,0.007589022
0.17,0.08,1,-0.172473868,-0.016207455
0.38,0.4,4,-0.02841858,-0.066044026
0.22,0.18,2,-0.10273752,0.080558539
-0.25,-0.23,3,-0.131147541,-0.118951613
-0.34,-0.32,4,-0.010638298,-0.009367681
-0.33,-0.3,5,-0.125,-0.004377432
-0.82,-0.72,5,-0.027777778,-0.012345679
-0.42,-0.67,2,0.151631478,0.165048544
-0.38,-0.41,3,-0.056953014,0.040540541
-0.03,-0.03,1,-0.036470588,0.426470588
-0.14,-0.13,1,0.000981354,-0.039010466
-0.1,-0.05,2,-0.10375391,0.063218391
-0.12,-0.29,2,-0.034743202,-0.047138047
-0.26,1,1,0,0
-0.05,-0.08,2,-0.345971564,-0.15936255
0.09,0.2,1,0.132608593,0.036487617
-0.35,-0.12,1,0.020675994,-0.065
-0.16,-0.09,1,-0.218702866,0.155339806
-0.51,-0.83,1,-0.01650165,-0.198938992
-0.05,-0.04,1,-0.016,0.099173554
-0.05,-0.38,1,-0.061068702,-0.015384615
-0.05,-0.02,1,-0.274205255,-0.055732024
2.26,2.39,1,-0.046397073,0.043486563
2.17,2.19,8,0.099658698,-0.007488708
0.49,0.41,6,-0.022966658,0.128950718
1.69,1.66,12,-0.035517514,0.071266477
1.87,1.95,1,0.009528347,0.055129434
0.95,0.52,14,-0.05221906,0.017157704
0.11,0.1,4,-0.079429735,0.042848272
1.27,1.14,6,0.011240912,0.022446439
0.94,0.88,4,0.022406529,0.002688519
1.23,1.06,2,0.050612983,0.020530792
-1.12,-1.03,2,0.037633022,-0.038773275
0.62,0.57,3,0.065595216,0.013231457
0.98,0.82,7,-0.077832895,0.068909307
2.28,1.8,3,-0.017782868,0.02642514
0.28,0.28,4,-0.033264887,0.050427003
1.51,1.29,8,0.03495987,-0.030533168
1.19,1.11,3,0.100557121,0
4.22,3.73,5,0.006683846,-0.011171712
2.77,1.93,5,-0.041419149,0.109881273
0.68,0.65,2,0.014911361,-0.001096934
0.76,0.7,3,0.004183125,-0.001624512
0.52,0.37,1,0.227038156,0.000560566
-0.22,-0.34,2,-0.012150357,0.048624152
0.53,0.57,3,0.035080736,0.077045582
0.2,0.18,2,0.078468299,0.037812289
0.37,0.36,6,0.013971666,0.066061365
0.92,0.64,8,0.024586597,0.016598509
0.31,0.4,4,-0.064766839,0.073905109
-0.18,-0.36,1,-0.077017616,-0.003160326
0.38,0.18,3,-0.024983455,0.054543929
0.29,0.28,3,0.012269951,0.027491436
1.17,0.89,6,-0.03948903,-0.023294168
0.86,0.8,3,0.061371842,0.013945101
-0.41,-0.82,4,-0.065229308,0.105350822
0.55,0.48,2,0.117274758,-0.009920635
-0.69,-0.77,2,0.162972973,-0.0899042
0.17,0.13,2,0.060875288,-0.08486318
0.08,0.12,2,-0.030590376,0.109665469
0.09,0.16,4,-0.072138597,0.15229682
-0.04,0,1,0.005976096,0.023853211
-0.03,-0.05,1,0.079302141,-0.047583643
0.28,0.06,1,0.045801527,0.112299465
0.23,0.05,1,-0.025114155,0.045238095
0.01,0,1,0.066756965,0.154121611
-0.49,-0.27,3,-0.104986877,-0.089932886
11.44,12,11,0.02181086,-0.067265398
0.65,0.47,6,-0.000900553,0.060359392
0.53,0.5,4,0.016468303,0.011707042
0.73,0.62,8,-0.006057412,0.017933605
0.88,0.88,3,0.025265036,0.073939386
-0.83,-0.64,4,-0.049309665,-0.057866184
0.15,0.01,1,0.090798479,-0.0198035
1.95,1.84,5,0.02428337,-0.01872454
0.4,0.28,1,0.053571451,0.11016069
-0.19,-0.18,2,-0.018181818,-0.004273504
0.17,0.1,3,-0.025454545,0.024449878
0.52,0.54,1,0.04706471,0.006273392
-0.01,-0.1,3,0.053941823,-0.136047584
-0.34,-0.37,7,-0.04282116,-0.028871392
-0.09,-0.04,3,0.028935185,-0.176276771
1.86,1.9,2,-0.02312401,-0.05260414
0.75,0.74,10,0.011740538,-0.011152936
1.39,1.32,6,0.019883704,-0.017824335
1.06,1.04,10,0.002685608,-0.046041544
0.21,0.2,8,-0.039960888,-0.017543894
1.58,1.6,6,0.010310387,-0.051627064
4.74,4.54,5,0.016422585,-0.146861596
3.56,3.35,8,0.028861104,-0.050430729
1.71,1.65,5,-0.089754634,-0.032720657
1.69,1.65,6,-0.041626339,-0.12819404
0.63,0.25,5,-0.099356479,-0.156213571
1.57,1.54,7,-0.045026968,-0.044893763
0.46,0.54,2,0.037759686,-0.031779382
1.69,1.69,10,-0.014364397,-0.037686879
0.48,0.36,3,-0.026315767,-0.038724407
0.64,0.62,1,0.027569619,-0.098072689
0.64,0.61,1,-0.018281045,-0.079075725
0.41,0.36,7,-0.031281558,-0.075212834
2.06,1.64,5,-0.012566135,-0.025182205
0.85,0.85,4,-0.033110892,-0.064196375
0.46,0.41,2,0.000203679,-0.024276571
1.65,1.72,9,-0.030469679,-0.076783335
0.51,0.45,4,-0.008570639,-0.03905233
0.35,0.35,7,-0.020209027,-0.032321923
0.94,0.86,3,-0.053571407,-0.027267158
1.13,1.08,2,-0.058767217,-0.041497007
1.43,1.59,5,0.00118872,-0.048221983
0.7,0.7,3,-0.079194264,-0.037946422
0.23,0.22,8,-0.013677805,-0.022988522
1.2,1.18,4,-0.13741611,0.008245844
0.47,0.46,4,-0.009037328,-0.089373681
1.57,1.06,1,0.031428565,-0.050154464
0.91,0.84,1,0.009314725,-0.038419781
0.27,0.25,5,0.040271493,0.058145123
0.05,0.05,1,-0.05282093,0.028281836
0.49,0.41,1,-0.138355709,-0.01365895
0.42,0.37,2,-0.033428848,-0.048371648
0.13,0.12,2,0.098314607,0.002777778
1.02,0.97,1,0.005632606,0.010145878
0.37,0.4,2,0.022363185,-0.067195318
1.71,1.42,10,0.040454815,0.004940309
0.4,0.38,11,0.059410431,0.037104051
1.03,1,12,0.052249902,-0.011068769
5.14,5.02,8,0.000693702,-0.00591265
0.24,0.23,8,-0.037957278,0.028320996
1.97,1.86,10,0.067673142,0.012995897
1.03,1.02,10,0.035571186,-0.003147388
0.23,0.25,9,0.049974202,0.012993513
-0.17,-0.17,1,0.072463778,-0.036608886
-1.54,-1.16,2,-0.031958718,-0.005079699
-0.1,-0.13,4,0.051289009,0.013297069
0.24,0.26,7,-0.008668399,-0.028184294
0.49,0.44,7,0.017311797,-0.010547264
-0.08,-0.11,9,0.007067138,0.049060543
4.13,3.16,5,-0.011847066,-0.015786006
0.71,0.71,6,0.003009689,0.00090555
2.3,2.26,7,0.02905137,0.070450098
0.83,1.36,6,0.02149722,-0.021784473
1.84,2.49,6,0.05766064,-0.020783687
0.29,0.23,2,0.039021059,-0.022210961
0.39,0.41,7,-0.022627553,0.002522345
0.66,0.54,5,0.028740931,-0.007640544
0.77,0.72,7,-0.039800365,0.00588308
0.62,0.53,9,0.0072865,-0.01432707
-0.32,-0.38,4,0.004232804,0.008333333
1.09,1,7,-0.01911836,-0.025975522
-0.18,-0.2,11,0.031784508,-0.04230517
0.87,0.81,6,0.004740413,0.004950477
0.61,1.13,1,-0.011933944,0.008562945
1.2,1.1,13,-0.047115606,0.009979113
-0.08,-0.16,11,0.028919694,0.024970964
1,1.03,2,0.030502884,-0.023839397
0.98,0.17,6,0.02816125,0.043692318
-0.09,-0.08,4,-0.050124275,0.017793594
-0.18,-0.17,16,0.06866275,-0.076724144
0.49,0.41,6,0.009751001,-0.008305021
-0.38,-0.39,8,0.244532803,0.025085519
7.51,9.23,1,-0.029568845,0.005025773
0.33,0.68,7,0.102386853,-0.079669284
0.67,0.59,4,-0.047588911,-0.005523464
1.56,1.56,6,0.074186044,-0.014275842
-0.02,0.01,3,0.078228761,-0.049005183
-0.23,-0.24,10,0.174696877,-0.130727738
0.29,0.29,5,-0.015426457,0.012037005
-0.11,-0.1,7,0.014789176,-0.013118063
-0.33,-0.07,6,0.066749085,-0.081458635
0.21,0.21,7,-0.009455206,0.007178075
4.62,4.53,1,0.042307493,-0.020558425
0.87,0.58,10,-0.156221409,-0.0138344
0.33,0.31,6,-0.027583378,-0.01589103
0.39,0.38,5,0.001287018,0.020242963
-0.07,-0.11,3,0.06328125,0.038587849
2.16,2.08,4,0.030623821,-0.005668787
0.1,0.1,1,-0.024277477,-0.043875041
0.42,0.19,11,0.090909091,0.033873874
0.13,0.15,5,0.017772512,-0.075630252
4.11,3.93,1,0.052575094,0.010259962
-0.46,-0.5,7,-0.047124601,0.03318992
0.42,0.4,15,0.016433077,-0.027254708
0.79,0.79,13,0.050642184,-0.021815351
0.58,0.58,3,0.053208138,-0.034193073
0.06,0.05,5,0.071428571,-0.067215364
0.32,0.28,7,-0.085432099,0.021081081
0.16,0.29,7,0.063586946,-0.005738134
-0.28,-0.43,4,0.123911587,-0.012775018
0.22,0.21,9,-0.005961252,0.026778882
0.07,0.03,3,0.005576212,0.006693906
-0.16,-0.27,5,-0.040650407,0.072684642
0.15,0.24,8,-0.037220352,-0.037572797
0.66,0.67,1,0.037913153,0.053697769
0.28,0.33,8,0.073018373,0.066277637
0.1,0.08,4,0.019375,-0.010866091
1.17,0.97,3,-0.033238117,-0.02321616
0.42,0.44,5,-0.032457152,-0.005679236
0.42,0.42,5,-0.003910933,0.005078984
0.49,0.48,2,-0.001903127,-0.024553569
1.05,0.76,1,-0.019245029,-0.015787264
0.46,0.44,3,-0.019240257,-0.059198543
-0.18,-0.21,2,-0.075478261,0.071024735
0.39,0.56,2,-0.044466857,0.015451481
0.24,0.2,1,0.007488971,-0.028871366
1.29,1.17,1,-0.042049156,0.027538462
-0.01,-0.11,12,0.092024539,-0.090009425
0.87,0.68,1,-0.000639386,0.07207562
0.35,0.31,2,-0.003402612,-0.027479057
1.21,1.05,9,0.015158378,-0.0271739
0.37,0.33,2,0.018408551,-0.039156627
0.22,0.22,7,-0.009496686,0.018009498
0.03,0.02,3,-0.01769932,0.191176367
0.65,0.6,4,0.049479158,-0.016116695
0.52,0.53,5,-0.100238663,-0.020911292
0.28,0.28,4,0.001038033,-0.007296763
0.55,0.49,4,-0.008178334,-0.030393959
0.45,0.45,4,-0.020264152,-0.008323703
0.14,0.09,1,0.040540541,0.002631579
0.46,0.42,6,0.050727507,-0.033935827
0.51,0.53,3,-0.021173632,0.026477786
0.97,0.75,2,0.027089528,-0.015659955
0.53,0.51,1,0.021732261,-0.004670003
0.6,0.6,3,0.081349219,-0.035141759
0.45,0.38,3,0.047967446,-0.011164295
0.5,0.51,3,-0.029394602,0.004411547
-0.43,-0.3,1,0.250972393,-0.080959456
1.17,1.16,5,-0.046223639,0.012637087
0.28,0.31,8,-0.024217653,0.001731842
0.33,0.27,5,-0.029235485,0.004962047
0.53,0.42,8,0.061702827,0.024358153
0.51,0.23,5,0.09492678,-0.034297634
-7.01,-0.76,1,-0.008168311,0.008767508
0.43,0.43,2,-0.034804942,-0.000925498
0.02,0.01,1,0.040453045,0.009777295
0.66,0.49,3,0.006206897,-0.029214064
-0.4,-0.32,4,0.038539554,-0.006036217
1.03,1.06,5,-0.035548179,-0.068112932
0.06,0,2,0.06802244,-0.090365945
0.89,0.64,2,-0.08035074,-0.009214878
0.8,0.97,2,-0.031337437,-0.02813904
0.31,0.32,4,-0.009478614,0.009134873
0.32,0.29,6,0.004037959,0.026809095
0.22,0.21,4,0.004268867,-0.025675827
0.63,0.5,1,0.039828054,0.031259207
-0.36,-0.32,5,0.011454754,0.123610203
0.21,0.18,4,-0.09475184,-0.039394614
-0.11,-0.15,14,0.217499963,-0.217491357
0.4,0.4,5,-0.004668556,0.009749319
0.18,0.17,8,0.022746425,-0.020761242
0.33,0.33,2,0.00522319,0.005657718
0.31,0.31,2,-0.010544192,0.014041101
0.82,0.81,5,0.0108366,-0.000428277
0.19,0.17,3,0.019056934,-0.003647003
0.33,0.33,6,-0.020512814,-0.00471701
