EPS,forecasted_eps,noOfEsts,after_total_returns,before_total_returns
1.23,1.36,11,-0.012075471,0.013030088
0.25,0.2,4,0.026960784,0.009978992
0.61,0.55,3,-0.001871759,0.007701314
0.68,0.66,12,-0.015350569,0.063685836
0.79,0.67,8,-0.047155018,-0.005679006
0.02,0.13,4,0.03719723,0.133095356
1.99,1.96,13,-0.019635344,-0.018073695
1.6,1.33,12,0.047864624,0.034143817
-0.14,0.36,3,0.034562217,0.163850705
1.45,1.39,11,0.013922171,0.034015894
0.74,0.4,1,-0.020809578,0.025137952
1.1,0.91,1,0.057757472,0.043885423
0.87,0.83,10,0.028020544,-0.040521409
1.28,1.27,11,-0.04503199,-0.008890809
0.89,0.91,4,-0.030027547,0.086346637
0.85,0.78,6,-0.002640975,0.014232467
0.08,0.25,8,0.114925415,-0.004615378
0.74,0.75,8,0.013909468,-0.020358537
0.41,0.31,3,-0.09986459,0.104175279
0.56,0.54,5,0.061963966,-0.023494854
4.17,4.24,1,0.033249234,0.01808606
0.7,0.69,7,-0.044022533,0.005524868
4.53,4.85,4,-0.123131787,-0.01212789
1.54,1.55,10,-0.000835436,-0.01806282
0.59,0.55,9,0.002433096,0.034499059
8.17,5.43,6,0.015118314,0.041185479
1.23,1.22,2,-0.001618135,0.055506954
0.36,0.25,2,-0.04271476,-0.004171495
0.26,0.26,4,-0.055414552,0.097816197
0.23,0.22,6,0.155536993,0.176865352
1.6,1.14,9,0.009907387,-0.079276615
0.36,0.31,2,-0.052484556,0.018526218
0.25,0.27,5,0.011111146,0.040024595
0.74,0.72,4,0.034517259,-0.025398494
1.22,1.09,2,0.021327023,0.011952178
0.4,0.44,16,0.018544445,0.031965007
1.66,1.51,10,0.036808964,-0.003985151
0.59,0.42,5,0.047407924,0.089705239
0.69,1.08,3,0.07223281,0.005417677
0.33,0.78,2,-0.005391441,0.012876428
0.18,0.11,4,-0.16194332,-0.004731861
0.44,0.37,5,-0.03001792,0.015108589
-0.02,-0.02,3,-0.050882658,0.030919447
0.95,0.94,9,0.032038188,-0.061413689
0.53,0.53,3,0.091058244,0.014680484
0.58,0.58,6,0.113777795,-0.00425533
0.46,0.53,6,-0.012968716,0.008771912
0.56,0.58,4,-0.017483514,0.067382228
1.12,1.09,10,-0.027346725,0.032159483
0,-0.17,2,-0.02327592,0.012084646
0.14,0.11,9,0.012821126,0.070000008
0.19,0.24,2,0.028072838,-0.011922504
0.63,0.56,10,0.107738998,0.031045188
0.21,0.41,9,0.066817284,0.185665939
1.16,0.66,7,-0.004491411,0.030006555
0.68,0.65,6,0.013781335,0.021477663
0.04,0.03,9,0.027817353,0
0.17,0.16,1,0.053105,0.027383354
0,0.23,8,-0.001319288,0.046961392
0.73,0.64,1,0.002639902,0.002045577
0.21,0.46,4,0.035497921,0.038520845
0.33,0.36,6,0.166666667,0.018376723
0.12,0.11,5,-0.042365402,-0.014318011
-0.21,-0.12,3,0.328220859,-0.069090909
0.29,0.29,4,-0.026370576,-0.052434457
0.52,0.6,12,-0.045398766,0
-0.05,-0.17,3,0.003552398,0.108545035
0.04,0.01,4,0.157657658,0.117647059
-0.14,-0.18,1,-0.029880478,0.027777778
0.11,0.11,1,0.041597338,0.018791946
0.57,0.6,5,-0.014336918,-0.016400911
0.31,0.31,4,0.033069545,0.063432724
0.09,0.15,8,-0.204081635,0.284023679
0.59,0.54,1,-0.023961692,0.040483349
0.08,0.03,2,0.03236246,-0.039215686
0.71,0.66,10,-0.073260042,-0.020427173
0.25,0.33,4,0.072555205,0.0105919
0.15,0.19,2,-0.051190564,0.028490214
0.65,0.58,8,-0.011839472,0.023509196
0.23,0.25,9,0.024029916,0.034343255
0.12,0.11,3,-0.113074205,0.020454545
0.2,0.2,1,-0.002577333,-0.028764775
0.44,0.44,4,0.154879141,0.021494371
0.32,0.38,4,0.0585723,0.037904125
0.47,0.58,3,-0.019273294,0.062518188
0.01,0.06,2,-0.048523278,0.141025949
0.2,0.21,5,-0.06621624,0.09374994
0.21,0.25,4,-0.036470492,0.04389724
-0.12,-0.22,4,-0.042410714,-0.026548673
-0.85,-0.85,1,0.008991009,0.038202247
0.95,0.95,4,-0.004489338,-0.260093622
0.03,0.03,3,-0.090909091,0.136563877
0.32,0.24,11,-0.015675954,0.05748503
1.89,1.92,12,-0.024602069,0.020918128
0.63,0.6,4,0.040887847,0.154217479
0.09,0.05,9,0.021459225,0.168411036
2.56,1.7,23,-0.016865959,0.03140496
0.68,1.17,4,0.060847802,0.167516265
1.1,0.66,8,-0.127855631,0.043640708
1.34,1.01,4,-0.061442385,0.088628763
-0.15,-0.17,7,0.046793761,-0.014414176
0.48,0.42,8,-0.023849774,-0.02060909
-0.38,-0.48,6,-0.085438184,0.011842996
1.04,0.85,9,-0.089608665,0.158877267
-1.12,0.44,12,-0.074300234,0.252108576
-4.76,-1.59,10,-0.030476463,0.264854462
-0.61,-0.62,2,-0.001129093,0.091715976
0.74,0.09,10,-0.044585983,0.125690604
-0.24,-0.39,6,-0.124361158,0.22410148
0.25,0.22,3,0.09328711,0.315652174
1.2,0.97,6,0.039408867,0.1669967
0.2,0.17,4,0.049667911,0.419861963
-1.43,-0.8,2,-0.09400091,0.026876603
0.59,0.51,4,-0.139538063,0.142451035
0.16,0.19,5,-0.01573129,0.302020159
-2.23,-1.21,10,0.063236206,0.258167841
0.18,0.05,1,-0.03781094,0.095555593
0.49,0.35,6,-0.007763805,0.222887468
-3.29,-1.31,11,-0.046471601,0.240494297
0.08,0.17,3,0.018310421,0.244034488
1.4,1.16,2,-0.098404255,0.146936347
0.34,0.34,2,-0.005154647,0.008114551
0.28,0.16,1,0.115521628,-0.087923194
-0.08,-0.02,5,-0.057377049,0.278797997
0.69,0.56,6,0.162883845,0.686597938
0.15,-0.11,2,-0.028653295,0.285543608
0.06,0.04,2,-0.048571429,0.145522388
-1.94,0.89,1,-0.080049261,0.4497307
-0.09,-0.09,1,-0.127055306,-0.002180111
0.24,0.13,3,-0.054205607,0.536723164
0.44,0.03,5,0.058350101,0.350777935
-0.08,-0.09,1,0.02484472,0.163120567
0.04,0.05,4,-0.012605042,0.401273885
0.13,0.08,1,-0.024561406,0.1184371
-0.31,-0.27,5,0.033446437,0.22425829
0.26,0.19,3,0.213198136,0.199852926
0.53,0.38,3,-0.05207329,0.009036222
-0.37,-0.26,1,0.204724409,0.104578657
-0.14,-0.83,2,-0.024442847,0.357798165
-0.93,-0.04,1,0.18729097,0.052835301
0.98,0.82,7,0.002556131,-0.021813381
-0.04,-0.06,1,-0.041477641,0.060737527
1.08,1.01,4,0.047454768,0.073317904
2.42,2.12,6,0.006244761,0.019627809
0.32,0.15,2,-0.069187795,0.011564093
0.06,0.09,1,0.00913242,0.316770186
0.19,0.03,1,-0.013802315,-0.14931928
0.1,0.04,3,0.022857143,0.049848943
-0.19,-0.16,3,0.019153226,0.189285714
-0.18,-0.16,3,0,0.088785031
-3.17,-0.18,1,-0.030150754,0.057692308
1.35,1.77,2,0.011015098,0.019457992
0.4,1.4,12,-0.061879926,0.052137154
0.85,0.78,10,0.016960426,0.038027853
1.1,1.04,15,-0.001876322,0.043994587
0.52,0.48,16,0.030617409,0.001017548
0.96,0.96,19,0.001668744,0.020924357
0.72,0.68,15,0.031149401,0.014894873
1.58,1.46,11,0.019058909,0.010165523
0.87,0.41,3,-0.026645843,0.047854262
0.88,0.75,3,0.021299787,0.019446525
0.74,0.73,9,0.02388275,0.02396195
0.55,0.55,14,-0.012715717,-0.007536826
0.52,0.81,13,0.076756874,0.028698679
1.68,1.55,7,-0.010915135,0.027806763
1.72,1.57,5,-0.033426723,0.032943534
0.95,1.14,1,-0.042251193,0.023529413
0.65,0.67,10,-0.072243992,0.042802327
1.53,1.51,15,-0.026319353,0.01780726
0.14,-0.02,9,-0.006407412,0.016598414
-0.03,-0.07,7,-0.063543349,0.093160709
0.85,0.86,7,-0.032417083,-0.023815995
1,1,9,-0.020335535,0.018796034
0.18,0.17,3,0.018614275,0.035281139
1.64,1.59,6,-0.066313562,0.033401637
0.32,0.31,13,-0.027767494,-0.006161653
0.71,0.71,7,-0.018920294,-0.005281273
1.54,1.49,10,-0.00291571,0.007288891
0.85,0.73,10,-0.010574367,0.042709771
0.61,0.59,5,-0.003421461,0.007619344
0.04,0.04,1,0,0.031250071
0.75,0.82,7,0.02158289,0.017135318
0.89,0.63,5,-0.033051165,0.007828773
1.19,1.09,9,-0.028250892,0.011688835
1.08,1.01,7,-0.039129109,0.012345677
2.32,2.05,11,-0.023560653,-0.02414377
1.03,1.04,10,-0.050381942,0.033803859
1.83,1.63,8,0.018140583,-0.007060322
0.45,0.43,7,0.031382512,0.035033927
0.36,0.14,8,-0.036025367,0.082767478
3.92,3.89,7,-0.011780784,-0.008557072
2.46,2.81,8,-0.070395668,0.000120245
-0.02,-0.12,7,-0.059701493,0.015010352
1.03,1.02,9,-0.01346574,0.019284232
0.09,0.04,6,-0.023437578,-0.025276459
0.51,0.65,4,-0.054271363,-0.00909132
0.72,0.68,6,0.027920034,0.01736227
1.33,0.78,1,0.035019432,0.025937773
0.26,0.16,7,-0.051289974,0.040183735
1.23,1.08,9,0.002871053,0.003098265
-0.39,-0.43,9,-0.097303634,0.017193566
0.71,0.69,10,0.016441761,-0.034322095
0.99,0.91,1,-0.046439024,0.04774645
0.57,0.57,2,0.000287439,0.021415824
0.85,0.85,5,0.018146969,0.017799555
0.04,0.04,7,-0.051650643,-0.007366364
2.08,2.1,15,-0.110276293,-0.002170879
0.86,0.79,5,0.024907329,0.025679757
0.27,0.03,5,-0.062279617,0.088797736
1.04,0.95,7,0.016599797,-0.00112611
0.66,0.6,5,-0.1,0.0264225
1.24,1.2,9,-0.04508488,-0.040309577
0.56,0.57,11,-0.04643963,-0.009199632
1.31,1.3,9,-0.007973551,-0.001505722
0.61,0.61,6,0.007769085,0.048550257
2.97,2.92,11,-0.008048061,0.058986761
0.43,0.42,4,-0.061718942,0.003540719
1.31,1.22,4,-0.043639601,0.010765745
0.31,0.28,6,-0.079360287,0.060757935
0.65,0.64,7,-0.046218486,-0.030266545
0.34,0.29,5,-0.098298677,0.072614125
1.15,1.13,10,0.004586646,0.036876106
2.63,2.51,4,-0.068024004,0.001724147
0.6,0.6,10,-0.054965023,-0.03089598
0.53,0.52,9,-0.022589053,0.015774851
0.58,0.53,8,-0.02512123,0.009298023
1.98,1.89,8,0.002649657,-0.001174395
0.73,0.71,7,0.048561975,0.102456882
0.45,0.42,6,0.025709402,0.014616407
0.74,0.66,5,-0.005697327,0.072294768
0.2,0.2,3,-0.035734384,-0.013644713
0.3,0.29,8,-0.064535585,0.016592593
0.39,0.38,8,0.015423099,0.050042767
1.11,1,4,-0.030466841,-0.028468877
3.72,3.61,7,-0.009008647,-0.031811951
0.78,0.77,2,-0.009296125,0.031519426
0.96,0.89,11,-0.042848001,-0.007359303
0.64,0.61,7,-0.023864941,0.015041807
0.26,0.18,5,0.012676012,0.040376901
1.12,1.21,1,-0.041880345,0.023202047
1.4,1.38,6,-0.004878045,-0.001351359
-1.28,-1.67,8,-0.024297066,-0.024035517
0.64,-0.04,10,-0.043380397,0.094148808
-0.44,-0.48,9,-0.154929577,0.15
1.48,1.36,3,0.010912105,-0.003305806
0.45,0.4,8,0.009718702,0.064407413
-1.25,3.61,6,-0.010362291,-0.002277904
-0.08,-0.11,1,-0.085227229,0.033742322
1.15,1.04,9,-0.02641091,0.030568318
-0.24,-0.23,4,-0.100871731,-0.027777778
0.98,0.91,2,-0.022467317,0.023856848
1.29,1.29,9,-0.047405791,0.001972596
0.06,0.05,10,-0.060518997,0.036790923
1.27,1.2,7,-0.082088558,-0.008869182
-0.26,-0.1,7,-0.109546166,0.040622884
0.21,0.22,4,-0.033149171,0.025362319
1.01,0.97,6,-0.009719353,-0.002877223
0.02,0.02,1,0.009268795,0.010538642
0.34,0.36,1,0.005254814,0.019497141
0.18,0.13,2,-0.036269449,0.045584071
0.18,0.27,5,0.0367428,0.023043687
1.35,1.33,11,-0.044892175,-0.043963057
1.1,1.08,9,-0.018995558,0.022855508
0.49,0.63,4,-0.015071772,0.042330814
-0.14,-0.08,6,-0.096511306,0.009165459
0.85,0.67,4,-0.067186326,0.028893079
-0.17,-0.1,3,-0.046975713,0.00158477
2.95,2.44,3,0.000834088,0.03294842
0.26,0.3,7,0.050396811,0.03430597
0.95,0.8,3,-0.032923034,-0.022259739
1.17,1.17,3,-0.030442399,-0.010117321
2.35,1.29,2,-0.039597533,0.024474187
0.96,1.6,3,-0.08750625,0.031056569
-0.17,-0.2,11,-0.062893078,0.030481277
1.02,0.98,8,0.000970874,0.030061892
0.21,0.21,6,-0.031705227,-0.026912181
0.16,0.15,6,0.016666677,0.002262441
0.59,0.58,2,0.003430917,0.009431791
1.15,1.15,6,-0.085301248,0.02977645
0.19,0.19,3,-0.038424347,0.041172222
0.64,0.65,4,-0.052440501,-0.025018809
-1.72,-1.73,11,-0.10255262,0.092549745
1.06,0.8,2,-0.010335917,0.092425297
0.51,0.48,1,-0.052377681,0.000645999
-0.14,-0.14,12,-0.083358496,-0.002393762
0.2,0.19,4,-0.043478261,0.004608295
0.66,0.65,10,-0.038301887,0.004076641
0.4,0.53,3,-0.002117362,-0.016335016
0.08,0.07,1,-0.038534394,-0.003184717
1.05,1.01,7,0.002811244,0.001661461
0.37,0.51,3,-0.063675851,-0.018592286
0.15,0.05,5,-0.032806391,-0.026520802
0.49,0.47,2,0.001233726,0.014256583
0.13,0.22,2,-0.020634921,0.003758114
0.98,0.8,3,-0.058104962,0.041521734
0.79,0.71,6,0.012055169,0.026995718
0.65,0.46,6,-0.036979167,0.011452463
0.16,0.2,1,0.00141177,-0.015242464
2.52,2.5,8,-0.023497102,-0.001734556
1.24,1.24,3,-0.05436907,0.0096206
1.71,1.92,7,-0.055075695,0.003754796
0.22,0.44,10,-0.064406773,0.018785506
0.02,-0.09,3,-0.077922078,0.005414411
0,0.03,3,0.027027016,0.114893565
0.39,0.31,4,-0.018420672,0.034946238
0.14,0.15,4,-0.000106008,-0.009826132
0.07,0.06,3,-0.004209572,0.048355906
-0.13,-0.26,1,-0.064469395,-0.020751829
1.87,1.99,6,-0.074529076,-0.066400235
0.48,0.49,2,-0.033333359,-0.005464493
0.41,0.41,4,-0.032147725,-0.00795493
0.49,0.48,9,-0.031463351,-0.018748182
-0.21,-0.25,4,-0.050755034,-0.05280393
1.38,1.24,8,0.017318737,0.044052027
0.63,0.43,4,-0.016172516,-0.028484643
0.32,0.16,1,0.095964904,0.08045479
0.05,-0.03,2,-0.111668723,0.088275926
0.62,0.73,3,-0.037077426,0.033564815
0.75,0.67,7,-0.037059368,-0.035929929
0.57,0.61,2,-0.066985644,0.062827199
0.47,0.48,3,-0.021331784,-0.007520676
-0.18,-0.31,10,-0.10439985,0.010829665
0.23,0.61,6,-0.127246585,-0.01010101
0.52,0.47,5,0.00256629,-0.008554319
0.46,0.44,10,-0.048129936,0.021336761
0.16,0.24,7,0.213414634,-0.029585799
-0.02,-0.03,4,0.089478417,-0.03030303
0.01,0.01,4,-0.057553957,-0.038571429
1.14,1.11,9,-0.052883405,-0.082111988
0.62,0.5,4,-0.143267652,0.159663866
0.4,0.41,2,0.003257325,0.013114739
0.63,0.62,2,-0.031366583,-0.001078756
0.43,0.4,2,-0.048414023,-0.07946027
0.57,0.55,3,-0.002791187,-0.002229394
0.48,0.46,7,-0.011185002,0.015802798
1.46,1.34,2,-0.070093451,0.030982199
-0.21,-0.19,6,0.010070869,0.017681729
0.36,0.29,1,-0.141891892,-0.063076931
0.29,0.29,4,-0.045859872,0.00710107
-0.01,-0.02,8,0.027559055,0.007017544
0.95,0.87,4,0.017287232,0.025850345
0,0.22,2,-0.01440003,0.04927786
1.28,1.16,3,-0.040775407,0.037262874
0.59,0.62,6,-0.033613097,-0.008419994
0.42,0.33,2,-0.100573192,0.158018138
0.42,0.4,3,-0.033290648,0.009345802
-0.21,-0.28,9,-0.135315247,-0.033284374
0.01,0,4,-0.146017699,0.024896266
0.5,0.56,2,-0.027097898,0.023778755
0.28,0.21,1,-0.0632635,0.130520113
0.16,0.16,1,-0.037803448,-0.013532767
0.76,0.73,2,0.024474717,0.073284672
1.46,1.43,9,-0.035082415,0.010854914
0.35,0.35,2,-0.12585034,-0.03058104
0.4,0.36,9,-0.002087671,0.011415507
0.11,0.07,2,-0.033766234,-0.016993464
0.58,0.5,5,-0.054652877,0.021192026
0.45,0.43,1,-0.03133515,0.019244476
0.32,0.32,1,-0.060632594,0.012376239
1.29,1.26,1,-0.062705818,0.002702697
1.85,2.45,6,0.037234046,0.027957858
0.42,0.38,3,-0.006622517,0
0.58,0.51,3,0.015189178,0.017887576
0.4,0.4,2,-0.027837149,0.000370538
0.41,0.38,6,-0.085784314,0
-0.12,-0.1,3,-0.123955442,-0.226941729
0.53,0.5,2,-0.013435675,0.040045332
0.61,0.6,8,0.010605397,0.024994171
0.28,0.28,1,0.00680272,-0.004587187
0.01,0.02,2,-0.074096028,0.015471893
0.49,0.67,3,-0.075418994,-0.017730496
-0.18,0.21,1,-0.009290961,-0.010096177
0.82,0.72,2,-0.029661017,0.025939159
0.23,0.17,4,-0.035061877,-0.005163516
0.38,0.38,4,-0.08482565,0.041020992
0.06,0.12,1,-0.046025105,0.033707865
0.42,0.42,3,-0.031097817,0.004497764
0.21,0.23,4,-0.115791136,0.077038477
0.08,0.05,1,-0.070707071,-0.004975124
-0.03,-0.04,1,-0.116147307,0.05013927
1.22,0.96,3,-0.005730664,0.040042141
0.67,0.58,2,-0.008733624,0.049875312
0.16,0.16,4,-0.026980548,-0.019801954
0.66,0.56,2,-0.012976004,0.006225229
0.49,0.51,8,-0.055039326,-0.01977399
0.04,0.04,2,-0.073529412,0.082051282
0.25,0.32,1,-0.050313748,0.041322314
0.03,0.01,3,0.07471262,0.043478267
0.23,0.21,1,-0.024054333,0.066185576
0.19,0.2,2,-0.023448342,0.010108307
0.04,0.03,1,-0.049295771,0.015564212
0.48,0.42,1,-0.052671572,-0.039378803
0.36,0.46,1,-0.005810089,0.001511034
-0.92,-0.75,4,-0.009116809,-0.001077586
0.51,0.59,1,-0.086821699,-0.009139172
-0.07,-0.14,1,-0.076335885,-0.015596279
0.36,0.39,2,-0.061261268,-0.005199324
0.59,0.58,3,-0.030674845,-0.001735127
0.27,0.29,3,0.012135959,-0.007025804
0.1,0.09,1,0.015640878,-0.030405399
0.13,0.13,4,-0.055135897,-0.028809731
0.23,0.21,1,-0.096774192,0.040770078
0.2,0.1,2,0.011037528,-0.06557377
0.43,0.38,1,-0.001376778,-0.017503482
0.29,0.26,1,-0.031724767,-0.023884654
0.57,0.58,7,-0.009918846,-0.005291005
0.2,0.3,1,-0.112299462,-0.019656022
-0.15,-0.2,2,-0.066666674,-0.014018708
0.15,0.18,2,-0.144927536,0.03640257
0.04,0.05,1,-0.125,-0.035714286
0.38,0.36,1,-0.040418338,0.016064265
0.01,0.01,1,0.145454545,0.081632653
0.02,-0.02,4,0.031847134,0
1.41,0.94,2,0.042699983,-0.037752816
-0.17,-0.06,1,-0.152777778,0
0.22,0.41,3,-0.007487044,-0.032188852
0.45,0.47,1,-0.019989026,0.015324447
0.45,0.56,5,-0.057905162,0.024999984
0.09,0.1,2,-0.109864193,-0.006655518
0.25,0.24,2,-0.115201921,-0.017464785
0.11,0.1,1,-0.119533528,-0.080200501
-1.21,-1.13,4,-0.00066291,0.037037037
-1.43,-1.11,1,0,-0.043824675
-0.1,-0.11,6,-0.102941176,0.019736842
-0.18,0.13,6,-0.057603687,0.081534772
-0.13,-0.13,4,-0.110539846,-0.069825436
2.21,2.03,8,0.039235696,0.038641339
-0.09,-0.01,5,0.009393654,0.245405483
18.61,17.72,8,0.047084906,0.018832707
0.5,0.51,6,0.013159603,-0.015233585
-0.98,-1.04,5,0.414235206,0.059939531
-0.08,-0.15,6,0.411803626,0.11197026
-0.53,-0.81,5,0.424597365,0.196049744
-0.13,-0.33,4,0.050198478,0.051101617
2.05,1.46,6,0.07797726,0.031963943
-1.09,-0.93,5,-0.07448111,-0.063973091
-0.17,-0.14,5,0.097700057,0.161374408
0.48,0.3,4,0.010741746,0.026093803
1.31,0.88,7,-0.053745239,0.007986549
0.23,0.02,2,0.202976567,0.078893443
0.25,0.26,2,0.023608769,0.209302326
0.4,0.38,1,-0.022801314,-0.200251877
-0.29,-0.28,4,0,-0.012345679
0.1,0.06,7,-0.008281557,0.002141323
0.43,0.4,12,-0.054954955,0
1.7,1.74,10,0.051157806,-0.012839717
3.13,2.85,13,0.065707279,0.015020762
1.79,1.03,8,0.020312666,0.033866875
0.56,0.05,14,0.066995988,0.000555863
2.88,2.54,9,0.000609014,0.017443473
-0.39,-0.52,2,0.085903814,-0.042077922
-3.82,-3.56,7,0.052295127,0.04991734
0.44,0.37,2,0.088516744,0.054848189
0.1,-0.02,1,-0.035639413,0
0.17,-0.16,2,0.04398977,-0.029966704
-0.9,-1.74,1,0.048011642,-0.120960694
-0.13,-0.3,4,0.00990099,-0.303234501
0.25,0.11,2,0.028,0.136170213
-0.1,-0.11,3,0.043656207,-0.035885167
0.14,0.14,2,0.229818182,0.041237113
1.5,1.56,5,-0.021130435,-0.014211731
1.61,1.62,11,-0.02888052,-0.013852816
0.45,0.41,7,-0.061649783,-0.009858287
-0.14,-0.09,2,-0.022222222,-0.059602649
-0.39,-0.43,1,-0.167773279,-0.096428571
-0.03,-0.07,1,-0.167857143,-0.151376147
-1.03,-0.46,4,-0.069255368,0.24836212
-0.02,-0.01,7,0.027064379,-0.063554722
0.39,0.18,6,-0.029121726,0.084793388
1.87,1.77,8,0.065097628,0.075396827
2.24,1.76,17,0.019766648,-0.060057895
0.48,0.59,4,-0.014558932,0.081858994
-0.33,-0.33,3,-0.003440199,-0.061358707
2.81,2.63,8,-0.042742139,0.041353631
1.24,1.37,4,0.19828816,0.295404814
0.17,0.12,3,0.046778471,0.064416308
-1.44,-1.33,5,0.084592145,0.642981691
2.78,1.47,3,0.017465768,0.060762862
0.11,0.09,4,0.07642064,0.008
1.17,1.12,3,0.052888401,0.078835221
0.09,-0.03,2,0.143865843,0.210288298
-0.67,-0.57,5,-0.014849692,-0.282015198
1.07,0.87,7,-0.057454079,-0.025449451
0.53,0.36,2,-0.024956425,0.111330907
-0.13,-0.08,8,0.059759036,0.006196968
0.13,0.1,2,0.089616895,0.004530353
0.42,0.4,2,-0.009355944,0.083819629
0.99,0.79,4,0.007305932,0.098964162
0.39,0.32,1,0.021086262,0.045174538
-0.69,-0.57,4,0.097728473,-0.035266458
-0.27,-0.28,4,-0.133256307,-0.061304178
-0.13,-0.19,7,-0.049456832,0.028607756
0.19,0.18,2,-0.045298165,0.10529595
0.5,0.23,7,-0.074304175,-0.06701381
-0.57,-0.69,3,0.191537133,0.293514686
-0.81,-0.47,2,0.181132075,0.219512195
-1.65,-0.4,1,0.550218341,0.061594203
-0.28,-0.22,4,0.034664657,-0.138317757
-0.31,-0.43,2,0.043478261,0.118367347
1.04,0.66,1,0.081645773,0.141096979
0.1,0.09,3,-0.00209937,0.053010223
0.19,0.18,2,-0.101635925,0.09182096
0.16,0.07,1,0.046021841,0.042678152
0.96,0.79,1,-0.010921162,0.066633488
0.52,0.26,2,0.759094029,0.020550601
-0.02,-0.02,1,-0.057291667,0.01183432
-0.44,-0.49,5,-0.003364172,0.020268341
0.11,0.11,3,-0.028118812,0.12494382
0.31,0.3,1,0.139759036,0.038860104
-0.67,-0.54,5,0.097014925,0.205823293
-0.62,-0.55,4,-0.223078693,0.018133388
-0.31,-0.28,5,-0.049098519,0.098421392
-0.48,-0.6,2,1.345679012,-0.096555618
-0.6,-0.58,3,0.407407407,-0.067454203
-1.37,-5.46,1,0.110868139,0.148484125
-0.31,-0.32,1,0.005509642,0.074725275
-0.01,-0.06,4,-0.004664179,-0.023409529
-0.08,-0.09,2,1.058823529,0.029126214
-0.58,-0.33,4,0.073734177,0.186029137
-0.1,-0.24,1,0.115023474,0.121914166
-0.21,-0.26,3,0.194993412,0.36
-0.8,-0.86,3,-0.035908596,-0.027282267
0.44,0.37,1,0.098181708,0.036241571
0.27,0.25,7,0.07727797,-0.117723157
0.04,0.01,3,-0.017520661,0.020437536
-0.7,-0.66,5,-0.09106383,0.032442748
3.09,1.5,1,-0.017184808,-0.161088498
-0.08,-0.12,2,0.155405405,0.126888218
-5.25,-0.35,2,0.169825436,0.129251701
-1.02,-0.68,1,0.122251309,0.081801709
-0.04,-0.17,2,0.153605016,0.071783937
0.18,0.18,1,0.03483871,0.179409538
-0.47,-1.1,2,0.166006339,0.016245487
0.89,0.82,2,0.092992508,0.029693252
0.01,-0.01,1,-0.013661202,0.05511811
-0.5,-0.68,4,0.387706856,0.127131783
-0.5,-0.58,2,-0.154406409,0.148814391
0.2,0.2,2,0.031221315,0.066852308
-0.46,-0.45,4,0.258827448,0.202955237
-0.63,-0.73,2,0.058022499,-0.005910165
0.24,0.17,2,0.08596801,0.007586201
-0.25,-0.07,1,0.036363636,-0.045936396
0.06,0.04,3,-0.119804401,-0.06508206
-0.48,-0.25,2,0.009528131,0.007346586
-0.1,-0.16,2,0.621029573,0.104988124
0,-0.12,1,0.230769231,0.416666667
-0.86,-0.89,5,0.081026875,0.016266775
0.11,0.12,2,0.214850294,-0.011494246
-0.24,-0.22,4,-0.035901272,0.009716599
-0.39,-0.41,4,-0.147414741,-0.04070407
-0.5,-0.53,4,-0.029714286,-0.020171149
-0.05,-0.14,4,0.136986301,0.007407407
-0.09,-0.14,2,0.201765448,-0.016853933
0.05,0,1,-0.023809524,-0.147433628
-0.09,-0.09,1,1.236074271,0.397727273
-0.34,-0.48,1,-0.02866242,0.057823129
-0.03,-0.08,1,0.06888361,-0.051869723
-0.3,-0.29,3,0.159722222,-0.003442341
0.08,-0.08,1,0.072202166,-0.010309278
-0.02,-0.13,1,0.163339356,0.046728946
-0.69,-0.67,2,0.114713217,0.01305483
-0.31,-0.41,4,0.009920635,-0.383680556
0.07,0.06,1,-0.060904059,0.180555556
-0.15,-0.18,3,0.189292543,-0.040425532
-0.36,-0.47,2,0.032258065,0.10472973
-0.11,-0.12,2,-0.084388186,0.021929825
-0.23,-0.14,2,-0.005847953,-0.046961326
0.06,-0.05,1,-0.014792899,-0.006734007
0.01,0.01,2,-0.01969697,0.030165913
-0.07,-0.06,2,0.06,0.067164179
-0.14,-0.2,2,0.054644809,0.071684588
-0.43,-0.41,4,0,0.22983871
-0.18,-0.16,1,0.157894737,-0.036885246
0.11,0.04,1,-0.01686747,0.084986595
-0.69,-0.77,1,0.045019157,-0.102164502
0,-0.09,1,0.010204082,0
-0.01,-0.01,2,-0.057334711,0.097465378
-0.07,-0.07,2,-0.034666667,0.084745763
0.21,-0.65,4,0.114594218,0.01963486
-0.49,-0.48,2,0.275735294,-0.084183673
-0.08,-0.07,1,-0.212642508,-0.114274939
-0.7,-1.12,3,0.374125874,0.074829932
-0.38,-0.61,2,0.131367292,0.165966387
-0.04,-0.03,2,0.130434783,-0.080291971
0.09,-0.05,1,3.832,0.025316456
-0.11,-0.04,1,0.015706806,0.150289017
-2.15,-2.05,2,-0.091811414,3.80058651
-0.51,-0.44,3,0.003787879,0.007575758
-0.3,-0.28,2,0.086538462,-0.063414634
-0.07,-0.07,2,-0.015630196,0.070130698
-0.08,-0.1,1,-0.13583815,-0.206976744
-0.39,-0.21,1,-0.028037383,-0.016260163
-0.4,-0.38,2,-0.046808511,0.199004975
2.46,2.38,10,0.016068503,-0.010092958
1.83,1.79,11,-0.019968938,-0.011149351
0.46,0.43,8,0.016209502,-0.03611558
1.21,1.16,4,0.003645772,0.00168411
0.39,0.39,10,0.022764998,-0.017170316
3.95,3.36,5,0.018530984,0.005349937
