EPS,forecasted_eps,noOfEsts,after_total_returns,before_total_returns
0.86,0.62,2,0.044404973,-0.000847828
0.16,0.17,1,-0.11965812,0.053511706
-2.93,-2.72,9,0,0.211057692
0.36,0.39,1,-0.020654397,0.003956685
-0.35,-0.26,3,-0.068027211,0.05060241
0.19,-0.28,3,-0.082635187,-0.013775291
1.96,0.71,2,-0.019174652,0.085970742
-0.74,-1.23,1,-0.136575616,0.151309408
0.1,0.13,2,-0.111015737,0.033083125
-0.04,0.13,1,-0.001226994,0.002987249
0.36,0.27,2,-0.040803109,-0.057731959
-2.1,-1.78,4,-0.032187908,0.109452736
1.16,1.12,1,-0.009560229,-0.02674524
-0.41,-0.43,5,-0.110091743,0.047393365
-0.23,-0.17,1,-0.194117647,0.336666667
-0.32,-0.37,5,0.021459227,0.589830508
-0.11,-0.09,2,-0.165938865,-0.05106383
0.25,0.24,1,-0.014096916,-0.003629764
0.23,0.22,1,0.051333333,0.200573066
0.07,0.08,1,-0.002873485,0.002848925
-0.07,-0.15,1,-0.163461538,-0.09375
0.78,0.45,1,0.3654102,0.113766297
1.79,1.66,14,0.016180389,0.021197847
0.46,0.39,17,0.002370052,0.049339922
1.31,1.26,8,0.027542238,0.006898733
0.59,0.59,15,0.009521005,0.009776732
0.81,0.82,10,0.046297716,0.022398089
0.55,0.52,6,-0.003676467,0.023892609
0.3,0.36,5,0.02100069,-0.008638374
0.98,0.86,4,0.029798422,0.080942623
0.35,0.37,3,-0.03630936,0.007728337
0.9,1.04,1,0.036122562,0.055163826
0.27,0.24,4,0.070087907,0.054274084
1.24,1.28,13,0.016226918,-0.002584325
0.94,0.93,7,-0.012364961,-0.021834938
0.17,0.25,2,0.095628432,0.072337982
-0.39,-0.41,9,-0.090980392,-0.020640569
4.44,3.68,2,-0.024383195,0.054317033
-0.24,-0.24,3,-0.139874739,0.149654643
0.24,0.24,5,0.02605262,0.042269836
0.1,0.08,1,-0.01047619,0.151497696
0.63,0.63,2,0.044354819,0.048704313
0,-0.02,1,-0.023415978,-0.047619048
0.28,0.31,4,0.003702208,0.087323928
0.53,0.46,6,-0.054442037,0.051109239
0.42,0.41,10,0.08333328,0.07999997
0.42,0.41,1,-0.075706902,-0.062103506
0.05,0.02,11,0.217836257,0.036277603
-0.03,-0.03,1,-0.044767089,0.043218049
0.62,0.52,4,0.044243061,0.039933384
1.11,1.1,5,0.12468827,0.162110102
0.26,0.26,1,0.022860102,0.016260177
1.08,0.96,14,0.01605652,0.135009656
0.14,0.06,6,0.038598999,-0.027715356
0.25,0.21,7,-0.059225511,0.095394738
0.05,-0.01,2,-0.053482587,0.24916388
-0.83,-0.92,2,-0.180957129,-0.105666156
0.45,0.44,2,0.053345389,0.105610561
-0.3,-0.24,7,-0.003745318,0.084388187
0.06,0.07,2,-0.028263795,0.125
0.1,0.09,1,-0.052083333,0.075697211
1.99,2.64,1,-0.227757194,0.070247886
-0.03,-0.02,3,0.035714286,0.146666667
0.66,0.64,2,-0.129691243,-0.001011111
0,0.01,1,-0.028947368,-0.007518797
-0.13,0,1,-0.033057851,0.016129032
-0.24,-0.23,1,-0.044444444,-0.116666667
0.15,0.15,2,0.028054302,0.033590982
0.29,0.29,11,-0.015251294,0.012685005
1.11,1.04,9,0.027034306,0.059100534
0.23,0.23,7,-0.025401699,-0.04155848
0.2,0.19,14,0.070776298,0.074778188
0.2,0.2,10,0,0.048854953
0.45,0.41,5,0.022983957,0.023653073
0.12,0.14,2,0.094495529,-0.055508174
1.4,1.27,13,0.003466776,-0.012043284
1.71,1.73,11,0.003675085,0.033565011
0.08,-1.57,4,0.011613035,0.053834455
1.83,1.72,13,-0.021129575,0.029011434
0.66,0.65,6,-0.008264467,-0.009211745
0.53,0.47,4,0.057957146,0.061211749
2.12,1.96,4,-0.028781512,-0.016000646
0.31,0.16,8,0.027735108,0.000270343
-1.7,-2.04,5,-0.138420082,-0.100561721
0.97,0.79,4,0.015925856,0.057006516
6.48,6.54,6,-0.046058488,0.070866768
0.05,0.06,5,-0.148529412,0.046153852
1.92,1.92,10,-0.082555045,0.039014815
4.08,4.01,8,0.022279398,0.032576929
1.42,1.42,4,-0.039139431,-0.007386433
2.33,2.23,7,-0.001173047,-0.003567953
2.58,2.19,7,-0.033009567,0.109132273
5.15,5.42,7,-0.030876703,0.000697086
5.4,4.84,9,-0.011523754,0.026390224
0.28,0.33,8,-0.045624333,0.032768037
2.43,2.46,7,0.006737098,0.020028401
2.21,1.56,8,0.102826433,0.0067782
19.21,0.96,3,-0.064556667,0.107055432
0.61,0.52,8,-0.031321216,0.093908569
-0.22,-0.42,7,-0.017087814,0.007205649
0.18,0.22,1,-0.109640815,0.12471128
0.67,0.61,5,0.043936712,0.079856329
0.64,0.64,9,-0.069304647,0.136913958
1.21,1.11,7,-0.140977441,0.057062954
0.64,0.53,3,-0.088852986,0.047337291
2.37,1.76,4,-0.035025844,0.243709358
0.34,-0.15,8,-0.052407266,0.2391863
0.91,0.84,5,-0.036840807,0.070191205
3.35,2.34,2,-0.153540856,0.122940553
0.17,0.15,11,0.040452112,0.014695077
0.33,0.35,6,-0.116858795,0.07418397
-0.72,-0.19,5,-0.038461496,0.246031908
1.34,1.33,4,-0.15583048,0.015750064
0.9,0.93,3,0.034456952,-0.035368681
0.94,0.88,5,-0.052993591,0.04497264
1.2,0.89,1,-0.099362855,0.087268666
0.57,0.54,5,0.0249501,0.1779579
1.66,1.5,5,-0.073647976,0.071976075
0.46,0.36,8,-0.028752425,0.091289547
0.13,0.14,3,0.002893591,0.103934862
1.96,1.89,5,0.110631524,0.068320427
0.38,0.12,8,0.028906759,0.147280233
-0.4,-0.35,11,0.143386597,0.054607906
0.57,0.58,7,-0.129760425,0.088494338
0.44,0.26,5,-0.086064982,0.029471072
0.37,0.4,5,-0.043757253,-0.028908583
0.21,0.21,3,-0.095999881,0.096322134
0.97,0.95,7,0.007694497,0.154798755
0.43,0.45,3,-0.039466522,-0.015179283
1.94,1.36,3,-0.008500028,0.048167505
0.61,0.77,1,-0.030905934,-0.035562873
-0.42,-0.55,2,-0.035315356,0.170797779
0.53,0.59,7,-0.091808686,0.18370607
0.73,0.72,3,-0.113734473,0.029932334
0.6,0.56,8,-0.114621782,0.019318768
0.34,0.34,2,-0.08802229,0.011124137
-0.41,-0.27,6,-0.140466047,0.134028285
3.12,2.43,4,0.032977071,0.12657838
-0.18,-0.17,2,0.019971296,0.043548387
1.06,0.8,7,0.008322525,0.158287031
0.05,0.16,2,-0.0178607,0.113281673
0.36,0.37,3,-0.098097484,0.014815284
0.57,0.56,4,-0.055555602,0.105400591
0.39,0.21,5,-0.059864225,0.099515683
0.06,0.1,4,-0.056671394,0.040397381
1,0.99,5,-0.131063291,-0.012939882
0.2,0.17,3,-0.007220326,-0.028673543
1.25,1.18,8,-0.122316005,0.093744931
1.29,0.8,4,-0.062517217,0.094592523
0.18,0.17,1,-0.055909091,0.079533941
1.39,1.2,9,-0.101284839,0.173489277
0.39,0.37,5,-0.138203359,0.108977701
3.16,3.24,9,-0.08187415,0.073317825
0.34,0.39,1,-0.119034831,0.134339923
2.05,1.98,2,-0.044461551,0.111343609
0.1,0.2,6,-0.169955794,0.268482416
1.18,1.03,3,0.030569624,-0.008468927
0,0.03,3,-0.096545963,0.076665262
0.2,0.16,11,-0.168293582,0.040444794
-0.14,-0.05,3,-0.147651007,0.601449275
0.28,0.1,5,-0.133632791,0.104117647
0.05,-0.04,3,-0.041843542,0.090006618
0.01,-0.01,6,-0.058056099,0.088511856
1.01,0.73,5,-0.208105296,0.130830654
-0.48,-0.51,4,-0.268696228,0.065828402
0.23,0.2,3,-0.216842162,0.68978109
-2.29,-1.33,6,-0.129813302,0.141651032
0.23,0.16,1,-0.106289308,0.486965589
0.13,0.15,1,-0.07885615,0.165598666
0.2,0.06,8,0.042613602,0.540625117
-1.38,-0.85,5,-0.159887011,0.085956847
0.33,0.34,3,-0.092808735,0.122138164
0.51,0.44,5,-0.139088084,-0.02954676
-0.33,0.56,8,-0.277637548,0.1665719
0.17,0.21,3,-0.17260459,0.176696459
-0.09,-0.27,4,0.123997082,0.043421905
0.22,0.12,2,-0.117647076,0.082716568
-0.05,-0.21,6,-0.23950618,0.09839074
0.94,0.89,6,-0.193058568,0.171176471
-0.36,-0.38,5,0.131725417,0.063789359
0.81,0.73,6,-0.093481768,0.087255413
0.08,0.05,3,-0.037174735,0.241274698
0.11,0.14,2,-0.058579566,0.10499687
1.12,0.84,4,-0.150038521,0.118590586
0.67,0.64,3,-0.167007909,0.105802023
0.78,0.61,4,-0.041063736,0.147347304
-1.66,-1.56,5,-0.240614709,-0.244632768
0.8,0.61,2,0.037815109,0.27478376
0.39,0.34,3,-0.045674,0.099701265
1.09,0.84,4,-0.038054461,0.130282157
0.41,0.36,4,-0.104733132,0.150921659
0.19,0.23,3,-0.206185567,0.140916808
0.47,0.36,2,-0.05165851,0.029841657
0.07,0.12,1,-0.077357824,0.018894332
0.47,0.47,4,-0.206916432,-0.04187605
0.41,0.33,5,-0.125421803,0.112156286
0.28,0.28,2,-0.301739086,0.226815561
0.4,0.2,4,-0.104526375,0.263832689
-0.3,-0.3,6,0.046875,-0.291136364
0.27,0.25,2,-0.240414545,-0.041622214
0.81,0.73,1,-0.128505956,0.126643758
0.59,0.52,4,-0.184666667,0.15186722
1.09,0.71,1,-0.031814611,0.301675978
-0.22,-0.22,1,-0.138480392,0.41898527
1.28,0.48,9,-0.187714777,0.312757202
0.03,0.14,2,-0.120100069,0.103202791
0.27,0.06,2,-0.272901986,0.140147524
-0.03,-0.1,3,-0.094046592,0.075787402
0.27,0.26,1,-0.151394476,0.05498604
2.11,1.99,2,0.028750784,0.037520725
0.47,0.45,1,-0.122566615,0.154290104
0.16,0.07,2,-0.08988764,0.243961353
0.53,0.58,5,-0.178286863,0.049129983
-1.23,-0.92,2,-0.115044248,-0.145299145
1.45,1.08,3,-0.231583704,0.212896943
0,0.45,2,-0.196343375,0.152951689
-0.19,0.03,7,-0.15930902,0.262295196
-0.23,0.19,3,-0.146425045,0.078672971
0.59,0.43,1,-0.062059238,0.065664557
0.39,0.56,2,-0.035471472,0.014795476
0.56,0.52,1,-0.203482039,0.101794849
0.43,0.43,1,-0.119439669,0.071972475
0.88,0.73,2,-0.117951932,0.019776702
0.5,0.53,1,-0.166290884,0.030566461
0.09,0.11,2,-0.160215047,0.040000042
-0.24,0.26,1,-0.010045672,0.049840899
-0.63,-0.86,8,-0.110307982,0.202403663
-0.03,-0.02,4,0.188714268,0.234100329
0.26,0.29,4,-0.26186294,0.19721325
0.22,0.35,1,-0.078896443,0.077447644
0.47,0.6,3,-0.128122252,0.086094518
0.1,0.16,3,-0.113844846,0.094541838
0.23,0.14,4,-0.221253406,0.128536285
-0.06,0.02,1,-0.137797815,0.209198568
0.34,0.23,4,-0.159806298,0.101000907
0.04,-0.05,1,-0.07664042,0.074657334
0.89,0.64,3,-0.121621617,0.092474506
0.12,0.46,3,-0.274813247,0.144310227
-0.07,-0.04,2,-0.038081395,0.089655172
0.07,0.24,2,-0.159401429,0.191919223
0.26,0.24,2,-0.150565749,0.056112176
0.55,0.66,2,-0.102402004,0.143265132
0.12,0.21,1,-0.029111485,0.281616748
0.14,0.22,2,-0.188898836,0.148453608
-0.03,-0.02,3,0.030769231,0.031358885
-0.09,-0.07,3,-0.563414634,0.314147627
-0.14,-0.21,7,-0.159883721,0.135458167
0.17,0.31,2,-0.074754072,0.145311376
-1.51,-1.28,1,0.026007802,0.092254134
0.04,0.77,1,-0.177529724,0.095955594
-0.01,-0.05,2,-0.209125475,0.106060606
0.2,0.14,2,0.025559105,0.059421423
0.33,0.27,1,-0.028333262,0.052245719
0.08,-0.07,2,-0.174603175,-0.074889868
-0.1,-0.11,1,0.368131868,0.032051282
-0.24,-0.43,2,-0.072222222,0.073684211
1.11,1.29,1,0.027658613,0.028392322
-0.18,-0.21,5,0.092499241,-0.013388229
1.33,1.1,2,-0.042181675,0.018206897
1.5,1.49,20,0.020739676,-0.087735481
1.37,1.28,4,0.003417548,0.011337871
0.74,0.73,6,0.045255757,0.031119201
1.47,1.42,4,-0.000333356,-0.012320194
0.12,0.05,7,-0.012455516,0.052664975
0.3,0.27,6,0.006348058,-0.003878879
1.69,1.64,8,-0.009713101,0.08036652
0.26,0.22,5,-0.025,0.022366522
0.18,0.15,5,-0.040617992,-0.000935891
1.33,1.25,18,-0.034257603,0.107623309
1.18,1.12,5,-0.009085403,-0.118257646
1.09,1.01,9,-0.087439853,-0.079069765
0.7,0.63,9,-0.008982996,-0.032905211
1.96,1.55,4,0.05874133,0.030967645
0.32,0.32,9,0.02053455,-0.012888108
-0.33,-0.37,5,0.036585286,-0.159010531
3.1,2.97,4,0.018771331,-0.000731707
0.07,0.07,11,0.032297881,0.041796354
1.4,1.32,1,-0.008548111,0.045889375
0.48,0.46,6,-0.001220562,0.010333879
0.87,0.9,10,-0.049429658,-0.062884731
0.25,0.3,6,0.013478485,0.024608499
0.95,0.92,7,0.031842816,0.037918213
0.42,0.42,6,-0.040866035,-0.008897214
0.7,0.75,4,0.005609573,-0.015157011
0.21,0.22,10,-0.064275741,0.033550099
0.98,0.95,6,0.023073068,0.045605308
0.78,0.69,6,0.060459482,0.027075538
0.33,0.33,8,0.001150297,0.015242695
0.24,0.74,1,0.010128018,0.004366812
0.44,0.45,8,-0.068279745,-0.061970172
0.08,0.02,11,-0.134807276,0.110817353
0.46,0.47,3,0.003003807,0.01513639
0.18,0.1,11,-0.045550845,0.062992144
0.55,0.62,2,0.106648199,-0.126489707
-0.01,-0.01,6,0.07079646,0.009615385
0.1,0.02,3,0.065320665,-0.060512821
0.64,0.6,6,-0.037197858,0.058823529
0.57,0.58,3,0.036986933,-0.023593455
-0.57,-0.55,4,-0.083060109,-0.158054711
0.56,0.56,4,0.00883094,0
0.48,0.47,3,0.01573974,0.004221055
0.96,0.63,4,0.006442848,-0.015604248
-1.22,-1.61,4,-0.079177058,0.234871793
0.23,0.24,5,0.024424612,0.051147228
0.23,0.2,10,0.004283334,-0.02164068
0.09,0.1,13,-0.141285956,0.122722915
-0.21,-0.23,7,-0.006765222,-0.076628771
-0.21,-0.21,4,-0.013867488,-0.095238095
0.13,0.11,2,-0.032064052,0.093418375
-0.05,0,1,-0.09221902,-0.078
-0.12,-0.2,5,-0.031965129,0.016803585
0.22,0.2,5,-0.075739645,0.004100041
0.16,0.15,2,-0.039818447,0.060869629
0.46,0.71,1,0.012687728,0.016795514
0.03,0.29,5,-0.051747608,0.01786889
0.22,0.21,5,0.011299443,-0.005021975
0.21,0.21,3,0.052980128,0
0.25,0.25,10,-0.006216785,0.03693176
0.06,0.05,7,-0.04567079,0.091447015
0.6,0.55,1,0.007033639,0.045623098
-0.09,-0.06,3,-0.072684628,0.088709688
0.48,0.52,1,0.006563494,-0.009990886
0.01,0.04,1,0.074074074,0
0.29,0.27,8,0.046703297,0.015700483
0.35,0.34,1,0.008048304,-0.057821101
0.38,0.38,2,-0.039647577,0.025222552
-0.29,-0.95,1,0.162179086,-0.067387158
0.45,0.36,4,-0.026337447,0.02049909
-1.09,-1.05,1,-0.2,-0.098113208
0.32,0.31,3,-0.042560796,0.008636214
0.09,0.16,2,-0.123906722,0.004098374
-0.05,-0.07,3,0.048803828,-0.018322083
0.09,0.08,2,0.048275831,-0.013986067
-0.36,-0.41,1,0.00516129,-0.040389972
0.24,0.3,2,0.005882328,-0.019169314
0.35,0.33,3,0.011410786,0.009345792
-0.77,-0.87,6,0.01875,0.045602606
-0.24,-0.25,4,0.175936436,0.019512195
0.4,0.45,3,-0.012285013,0.018181805
0.76,0.78,3,-0.072632944,-0.032183908
0.55,0.5,2,0.007533903,0.014997581
0.38,0.37,3,-0.026499292,0.010723875
-0.28,-0.34,4,0.236486486,-0.190812721
0.19,0.2,4,0.008593803,-0.021722835
0.53,0.49,8,-0.01099855,0.096146911
0.09,-0.04,8,0.011534604,0.128089888
0.28,0.34,2,0.009675552,-0.025683078
0.29,0.14,5,-0.095354523,-0.011080332
0.25,0.25,2,-0.000589927,0.015798643
0.27,0.28,2,-0.011348887,-0.006516981
0.27,0.26,1,0.048725703,0.017642291
0.05,0.06,1,-0.008196718,0.008130078
0.22,0.22,3,0.157589763,-0.05569407
0.02,0.06,2,0.155183946,0.084420568
0.31,0.11,2,-0.061452514,0.065512979
1.12,0.91,2,-0.042670046,0.003213958
0.46,0.54,1,0.055049671,-0.033602799
-0.08,-0.05,3,0.06710775,0.050261097
0.06,0.23,5,0.072289157,-0.008823529
-0.6,-0.26,4,-0.071428614,0.039819086
-0.13,-0.13,5,-0.072961373,-0.084148728
0.16,0.05,1,0.068181818,-0.003592814
0.82,0.87,3,0.062362424,0.006535949
0.21,0.27,6,0.050314465,0.009042954
1.98,-0.81,3,-0.075027184,0.062527914
0.05,0.05,1,-0.059459459,0.014634146
0.13,0.15,4,-0.000443853,0.037291462
0.12,0.09,5,0.017225828,-0.049715992
-0.28,-0.32,1,-0.056856187,-0.046875
-0.5,-0.79,2,0.023657337,-0.033477981
-0.07,-0.09,6,0.059245961,-0.117408907
0.1,-0.01,1,0.041025641,-0.02189781
0.15,0.09,1,0.167883212,0.11682243
0.28,0.71,1,0.068677206,0.009450153
-1.21,-1.12,2,-0.104143337,0.041174364
0.28,0.24,4,0.001993949,-0.018821274
0.07,0.11,1,0.030343898,-0.033855799
-0.18,-0.03,1,-0.089403974,-0.06557377
0.32,0.25,1,0.036534369,-0.014325245
-0.04,-0.13,1,0.003846154,0.299674267
0.6,0.52,5,-0.030674847,-0.119148936
-0.22,-0.25,5,0.038543897,-0.076
-0.21,-0.3,1,-0.497175141,0.432525952
-0.04,0.02,1,0.17752809,-0.015238095
0.2,0.19,2,0.095881596,-0.111180905
-0.28,-0.27,1,-0.027777778,-0.172413793
-0.38,-0.18,2,0.065384615,0.0125
-0.13,-0.18,1,-0.167938931,-0.19047619
-0.1,-0.12,4,0.160427807,-0.223214286
-0.17,-0.4,2,0.071770335,-0.014563107
-0.42,-0.56,1,0.036242608,-0.121924188
0.08,-0.07,7,-0.023209268,0.054482357
1.03,0.97,11,0.019951577,-0.023259926
-0.12,-0.18,5,0.040142349,0.032654723
1.02,1,11,0.010827654,-0.009100103
0.9,0.74,6,0.048422923,0.008182912
-0.08,-0.14,6,-0.058718861,0.061937533
0.41,0.4,9,0.006869901,-0.03962963
0.07,0.01,6,-0.020738852,-0.073982736
1.39,1.07,3,0.069562606,-0.011699217
-0.24,-0.27,2,-0.009954921,0.052011986
0.53,0.51,10,-0.037780382,-0.098560361
0.2,0.19,1,0.01380003,-0.03337295
0.07,0.18,3,0.031368307,-0.012827663
0.17,0.18,3,-0.074172505,0.034127685
0.81,0.65,8,-0.004711095,-0.085645023
0.7,0.64,2,0.001572335,-0.023144873
0.41,0.42,4,-0.046181172,0.021175225
0.44,0.57,4,0.036878499,0.004221465
0.28,0.04,1,0.002126191,0.01189642
1.01,0.96,1,0.043914315,-0.076286529
0.94,0.91,1,0.004407717,-0.015393087
0.07,0.06,2,-0.040803508,0.012584365
-0.15,-0.21,3,0.148547718,-0.036426713
0.13,0.19,3,0.078453884,0.110516066
0.15,0.18,5,0.036544843,-0.020678093
0.5,0.48,1,0.032436417,0.04404247
0.69,0.35,2,-0.041035356,-0.011756552
0.07,-0.01,2,0.04173913,0.012773723
0,0.05,3,-0.038461538,0.014218009
0.01,-0.01,1,0.02332362,-0.006060603
1.34,1.08,6,0.116491304,0.036825852
0.55,0.54,16,-0.029358701,-0.022773279
1.89,1.67,11,0.029202655,0.04071312
4.67,4.22,9,-0.050415151,0.014556533
1.77,1.53,7,-0.001374759,-0.003571579
0.71,0.7,8,0.002085338,0.018732229
0.99,0.96,4,0.026982432,-0.019423959
1.75,1.73,8,0.029963621,0.017711172
1.31,1.07,3,0.008643617,0.066981174
0.46,0.39,4,0.048497442,0.008323418
3.25,2.74,7,-0.003913894,-5.39E-05
2.03,1.88,5,0.01208324,0.039766611
0.66,0.64,8,-0.009138577,0.028116092
0.52,0.52,9,0.038202247,-0.050127164
1.05,0.88,1,-0.061345064,0.13341118
3.78,2.68,4,-0.023257855,-0.005271622
1.15,1.12,5,-0.031940115,-0.013981171
2.33,2.18,7,0.007104015,0.011861833
0.73,0.72,5,0.027324128,0.006434241
1.44,1.37,8,0.038779226,-0.014666352
2,2.05,11,-0.040854154,-0.094229457
0.43,0.52,4,-0.040473388,-0.041072873
1.26,1.19,5,0.002765563,0.030044566
1.53,1.52,4,0.019860935,0.006023743
0.98,0.92,5,-0.010257218,0.030584469
4.22,3.66,1,0.045826203,0.026407885
1.02,1.05,6,-0.01360624,-0.016364904
3.61,3.99,9,-0.000254799,0.021697485
0.92,0.82,3,0.010725631,0.005341645
0.74,0.71,5,0.036572864,-0.011624136
4.25,4.27,6,0.033887091,0.053567575
1.08,0.92,9,0.034786758,0.041935473
2.03,1.65,4,0.021497451,0.026378297
0.88,0.83,8,-0.011889862,-0.00088053
1.69,1.76,4,0.01544586,0.100486787
0.52,0.59,7,-0.051392657,0.053770075
2.31,1.7,6,0.077086564,0.028026715
1.99,1.83,1,0.060883621,0.038541164
2.09,1.67,3,0.021456538,0.059794508
2.35,2.39,9,-0.032465814,0.092818253
0.63,0.58,4,-0.033894567,0.043912325
0.63,0.59,7,0.041633494,0.029957773
2.66,2.34,7,0.004316423,0.043085198
1.2,1.12,6,-9.02E-05,-0.023443291
0.4,0.39,8,-0.013462827,0.033101032
0.18,0.18,2,0.000813002,-0.006655608
-1.08,0.08,6,-0.067756798,-0.016413587
1.56,1.54,3,0.000972651,0.050918698
0.55,0.54,1,-0.031360947,-0.043820225
1.71,1.11,4,-0.027959471,0.043044548
13.77,12.94,3,-0.026540436,0.00421957
1,0.55,4,-0.016020362,0.059263785
0.96,0.99,6,0.02127539,0.137790808
-1.22,-0.13,4,-0.04767689,0.087215845
2.12,1.74,1,0.074864069,-0.025739764
-0.55,0.11,1,-0.051446237,0.002962182
1.43,1.3,5,0.001520768,0.013994359
-0.97,-0.89,6,-0.030110263,0.009531703
-0.55,-0.56,4,0.045890271,-0.072741807
1.8,1.6,6,-0.012727462,0.014645404
1.37,1.28,5,-0.004388952,0.066629294
2.71,1.97,2,-0.00829164,0.014554418
4.69,4.01,6,0.01896775,-0.023535253
2.36,2.34,3,0.048282209,0.033191606
0.53,0.56,5,0.041504181,0.020968492
1.1,0.94,7,-0.013042928,-0.004028067
0.31,0.15,12,0.001130369,0.078508342
0.86,0.82,8,0.056165274,0.017068966
0.2,0.17,5,0.093681637,0.065025066
1.09,0.96,6,-0.012856667,-0.011523947
1.07,1.11,2,-0.004046399,-0.020935189
2.95,3.05,4,0.066563945,0.187626912
1.14,1.07,4,-0.024954128,0.001755618
1.36,1.29,4,-0.016167596,-0.005361277
1.41,1.23,5,-0.029790314,-0.01199437
6.12,5.31,3,0.025780363,0.062118824
2.62,1.99,7,0.037986009,0.094013491
1.5,1.47,5,-0.022907015,-0.024191482
0.94,0.93,10,-0.033583021,0.072424429
0.75,0.72,5,-0.011625404,0.013480196
1.02,1,3,-0.101737668,0.007202216
0.79,0.63,2,0.009537702,0.069711833
0.63,0.58,7,-0.058346844,-0.068914209
2.38,1.67,2,-0.077868249,0.064218709
1.36,1.57,5,-0.001168065,0.009497761
0.55,0.5,2,-0.086450484,0.062206646
-1.17,-0.92,3,-0.094983744,0.122757978
3.87,3.34,3,-0.001289132,-0.060520981
0.22,0.23,5,0.006641366,-0.036983735
0.52,0.53,3,-0.032304123,0.028228533
0.05,0.08,3,0.008203125,-0.025514772
0.4,0.37,1,-0.006480385,0.023552781
3.9,4.05,2,0.032723756,0.017676934
0.84,0.8,4,-0.025897227,0.040050325
0.48,0.45,6,0.047674419,0.003894548
0.57,0.56,6,-0.026791371,0.067075252
-0.38,-0.61,6,0.029412858,0.059837931
0.12,0.19,6,-0.068087318,0.009302326
-1.08,-1.43,11,-0.080232558,0.101742696
0.86,0.72,7,-0.034870797,-0.021546077
0.44,0.57,5,0.039847252,-0.016809158
0.41,0.38,6,0.002444988,-0.016594517
0.18,0.7,3,0.01784534,-0.038603802
0.22,0.18,4,0.064463227,0.103676471
0.44,0.35,4,-0.029209622,0.021201413
1.64,1.77,2,0.000889548,0.095947368
0.52,0.38,4,-0.045193508,0.006965944
0.39,0.32,2,-0.096690015,0.053359456
1.53,1.36,8,0.018907326,0.077007299
1.03,1.16,11,-0.005333333,-0.048249268
0.15,0.08,1,-0.036371581,0.1072314
0.59,0.59,3,-0.032739531,-0.010291169
-0.05,0.45,2,-0.07397535,-0.091514624
0.7,0.57,3,-0.059345153,0.018640598
-0.13,-0.16,4,0.056728548,-0.021689671
0.7,0.68,1,-0.035867476,0.045693931
1.06,0.87,5,0.046680975,-0.009103359
1.21,1.05,2,-0.040500569,0.021490934
0.13,0.17,4,0.003846154,-0.072438186
-0.23,-0.21,2,-0.048813559,0.091052424
-0.78,-1.05,4,0.007854474,-0.061532209
0.89,0.62,1,0.120114123,0.065870197
-0.1,-0.09,3,0.069762599,-0.044059058
-0.68,-0.53,2,-0.051826132,-0.000661288
0.12,0.13,7,0.052009387,0.014492846
2.5,2.47,3,0.031973249,0.021587396
1.38,0.97,3,-0.00267547,0.133192394
4.05,4.03,3,0.046669067,0.082225332
0.67,0.73,2,-0.016393454,0.014956395
0.32,0.35,1,0.031778681,-0.000340232
-0.23,-0.18,5,0.135135135,0.116138763
0.21,0.15,3,0.000421763,0.003805497
0.84,0.8,2,-0.00513698,0.02621055
0.15,0.45,2,-0.00223428,0.011593243
0.93,0.53,5,0.049919153,-0.0325491
0.26,0.03,1,-0.035639413,0.027866093
0,0.04,4,-0.032214765,-0.031686044
0.64,0.8,1,-0.072415019,0.009296394
1.01,0.85,5,-0.035247878,0.073105127
0.27,0.25,3,-0.010997345,-0.000570125
2.59,2.47,6,0.032367807,0.138154028
1.97,1.64,4,0.000792533,0.039755639
-0.61,-0.5,1,-0.018558952,-0.082412914
-0.44,-0.44,5,-0.047177419,-0.119724231
-2.21,-1.84,13,-0.11335173,0.051625714
1.15,1.13,1,-0.010600263,0.052692532
0.97,0.8,3,0.066651238,0.00896861
0.49,0.23,1,0.05111058,0.040011351
-0.84,-0.86,1,-0.028574656,-0.01155725
0.11,0.22,3,0.006095238,-0.012326044
0.34,0.34,6,-0.04921466,0.022222222
0.74,0.61,4,0.088369533,0.062594048
0.91,-0.07,3,0.00203734,0.02995223
-0.12,-0.12,4,0.020491803,-0.043838136
0.33,0.33,3,0.012406377,-0.018114268
-0.33,-0.26,5,0.021085689,-0.005889777
-0.12,0.17,4,-0.013262599,-0.023999083
1.32,1.11,3,0.014711502,0.041983172
0.13,0.04,3,-0.061001043,0.040654997
0.08,0.07,5,0.059548255,-0.01061712
1.1,0.84,2,0.017713149,0.036704961
0.71,0.7,3,-0.051618548,0.039142975
0.15,0.09,2,0.081375839,0.02994012
0.46,0.49,2,-0.016533637,-0.042415369
1.87,1.63,4,0.005789729,-0.007018476
0.57,0.57,6,-0.083527765,-0.019122121
0.55,0.51,5,0.026845626,0.008485367
1.51,0.28,1,-0.095010977,0.058106476
0.68,0.49,1,0.01536098,0.125639161
0.25,0.27,3,-0.05802332,-0.01511879
0.61,0.6,1,0.074983247,0.043488873
-0.32,-0.38,3,0.241946088,-0.07
0.95,1.01,2,0.084003215,0.23080481
-0.93,-1.16,4,-0.140961857,0.231340367
-0.08,-0.1,2,-0.056803995,-0.053187651
0.1,0.11,3,-0.037470726,0.034482759
3.5,4.13,3,-0.010531472,-0.007113576
-1.37,-0.87,3,-0.156332803,0.042074928
-0.39,-0.66,5,-0.093927894,0.028491031
0.32,0.28,3,-0.01712204,0.051920642
0.2,0.25,3,0.070967742,0.069534473
